id,title,name_parts,lang,phoneme,name_part_given-name,name_part_middle-name,name_part_surname,name_part_salutation,name_part_patronymic,name_part_professional-name,name_part_maiden-surname,name_part_nisba,name_part_given-name_phoneme,name_part_middle-name_phoneme,name_part_surname_phoneme,name_part_salutation_phoneme,name_part_patronymic_phoneme,name_part_professional-name_phoneme,name_part_maiden-surname_phoneme,name_part_nisba_phoneme,name_part_alternative-name,name_part_alternative-name_phoneme,name_part_qualifier,name_part_honorific,name_part_qualifier_phoneme,name_part_honorific_phoneme,primary-name,matronymic,teknonym,professional-name,surname,acronym,appellation,nisba,salutation,middle-name,alternative-name,patronymic,honorific,qualifier,given-name,maiden-surname
2231,feivl warshavsky,"{""given-name"": ""feivl"", ""surname"": ""warshavsky""}",en,fˈeɪvl wˈɔːʃˈeɪvskɪ,feivl,,warshavsky,,,,,,fˈeɪvl,,wˈɔːʃˈeɪvskɪ,,,,,,,,,,,,,,,,Warshavsky,,,,,,,,,,Feivl,
2232,yitskhok meir warshavsky,"{""given-name"": ""yitskhok"", ""middle-name"": ""meir"", ""surname"": ""warshavsky""}",en,jˈɪtskho|ʊk mɪə* wˈɔːʃˈeɪvskɪ,yitskhok,meir,warshavsky,,,,,,jˈɪtskho|ʊk,mɪə*,wˈɔːʃˈeɪvskɪ,,,,,,,,,,,,,,,,Warshavsky,,,,,Meir,,,,,Yitskhok,
2233,jakob wasserman,"{""given-name"": ""jakob"", ""surname"": ""wasserman""}",en,dʒˈækəʊb wˈɒsəmən,jakob,,wasserman,,,,,,dʒˈækəʊb,,wˈɒsəmən,,,,,,,,,,,,,,,,Wasserman,,,,,,,,,,Jakob,
2234,michael weichert,"{""given-name"": ""michael"", ""surname"": ""weichert""}",en,mˈaɪkl̩ weɲɜːt,michael,,weichert,,,,,,mˈaɪkl̩,,weɲɜːt,,,,,,,,,,,,,,,,Weichert,,,,,,,,,,Michael,
2235,miriam weide,"{""given-name"": ""miriam"", ""surname"": ""weide""}",en,mˈɪɻɪəm vaɪd,miriam,,weide,,,,,,mˈɪɻɪəm,,vaɪd,,,,,,,,,,,,,,,,Weide,,,,,,,,,,Miriam,
2236,moshe weide,"{""given-name"": ""moshe"", ""surname"": ""weide""}",en,mˈɒʃɪ vaɪd,moshe,,weide,,,,,,mˈɒʃɪ,,vaɪd,,,,,,,,,,,,,,,,Weide,,,,,,,,,,Moshe,
2237,harry weinberg,"{""given-name"": ""harry"", ""surname"": ""weinberg""}",en,hˈæɻɪ wɪənbɜːɡ,harry,,weinberg,,,,,,hˈæɻɪ,,wɪənbɜːɡ,,,,,,,,,,,,,,,,Weinberg,,,,,,,,,,Harry,
2238,herman weinberg,"{""given-name"": ""herman"", ""surname"": ""weinberg""}",en,hɜːmən wɪənbɜːɡ,herman,,weinberg,,,,,,hɜːmən,,wɪənbɜːɡ,,,,,,,,,,,,,,,,Weinberg,,,,,,,,,,Herman,
2239,karl weinberg,"{""given-name"": ""karl"", ""surname"": ""weinberg""}",en,kɑːl wɪənbɜːɡ,karl,,weinberg,,,,,,kɑːl,,wɪənbɜːɡ,,,,,,,,,,,,,,,,Weinberg,,,,,,,,,,Karl,
2240,moshe weinberg,"{""given-name"": ""moshe"", ""surname"": ""weinberg""}",en,mˈɒʃɪ wɪənbɜːɡ,moshe,,weinberg,,,,,,mˈɒʃɪ,,wɪənbɜːɡ,,,,,,,,,,,,,,,,Weinberg,,,,,,,,,,Moshe,
2241,yeshayahu daniel weinberg,"{""given-name"": ""yeshayahu"", ""middle-name"": ""daniel"", ""surname"": ""weinberg""}",en,jɪʃˈeɪəuː dˈænjəl wɪənbɜːɡ,yeshayahu,daniel,weinberg,,,,,,jɪʃˈeɪəuː,dˈænjəl,wɪənbɜːɡ,,,,,,,,,,,,,,,,Weinberg,,,,,Daniel,,,,,Yeshayahu,
2242,charles weinblatt,"{""given-name"": ""charles"", ""surname"": ""weinblatt""}",en,ʃˈɑːlz wɪənblæt,charles,,weinblatt,,,,,,ʃˈɑːlz,,wɪənblæt,,,,,,,,,,,,,,,,Weinblatt,,,,,,,,,,Charles,
2243,israel weinblatt,"{""given-name"": ""israel"", ""surname"": ""weinblatt""}",en,ˈɪzreɪl wɪənblæt,israel,,weinblatt,,,,,,ˈɪzreɪl,,wɪənblæt,,,,,,,,,,,,,,,,Weinblatt,,,,,,,,,,Israel,
2244,boris weiner,"{""given-name"": ""boris"", ""surname"": ""weiner""}",en,bˈɒɻɪz wɪənəɜ˞,boris,,weiner,,,,,,bˈɒɻɪz,,wɪənəɜ˞,,,,,,,,,,,,,,,,Weiner,,,,,,,,,,Boris,
2245,bracha weiner,"{""given-name"": ""bracha"", ""surname"": ""weiner""}",en,bɻˈɑːɲɑː wɪənəɜ˞,bracha,,weiner,,,,,,bɻˈɑːɲɑː,,wɪənəɜ˞,,,,,,,,,,,,,,,,Weiner,,,,,,,,,,Bracha,
2246,helena weiner,"{""given-name"": ""helena"", ""surname"": ""weiner""}",en,hˈɛliːnə wɪənəɜ˞,helena,,weiner,,,,,,hˈɛliːnə,,wɪənəɜ˞,,,,,,,,,,,,,,,,Weiner,,,,,,,,,,Helena,
2247,shlomo weingold,"{""given-name"": ""shlomo"", ""surname"": ""weingold""}",en,ʃlˈəʊməʊ wɪŋɡə|ʊld,shlomo,,weingold,,,,,,ʃlˈəʊməʊ,,wɪŋɡə|ʊld,,,,,,,,,,,,,,,,Weingold,,,,,,,,,,Shlomo,
2248,max weinreich,"{""given-name"": ""max"", ""surname"": ""weinreich""}",en,mæk|s wɪənɻˈɪɲ,max,,weinreich,,,,,,mæk|s,,wɪənɻˈɪɲ,,,,,,,,,,,,,,,,Weinreich,,,,,,,,,,Max,
2249,i.j. weinrot,"{""given-name"": ""i."", ""surname"": ""weinrot""}",en,ˈaɪdʒˈiː wɪənɻɒt,i.,,weinrot,,,,,,ˈaɪd|eɪ,,wɪənɻɒt,,,,,,,,,,,,,,,,Weinrot,,,,,,,,,,I.,
2250,joseph weinshelbaum,"{""given-name"": ""joseph"", ""surname"": ""weinshelbaum""}",en,dʒˈəʊzf wɪənʃl̩bəm,joseph,,weinshelbaum,,,,,,dʒˈəʊzf,,wɪənʃl̩bəm,,,,,,,,,,,,,,,,Weinshelbaum,,,,,,,,,,Joseph,
2251,bernard weinstein,"{""given-name"": ""bernard"", ""surname"": ""weinstein""}",en,bˈɜːnəd wiɪnsteɪn,bernard,,weinstein,,,,,,bˈɜːnəd,,wiɪnsteɪn,,,,,,,,,,,,,,,,Weinstein,,,,,,,,,,Bernard,
2252,charles weinstein,"{""given-name"": ""charles"", ""surname"": ""weinstein""}",en,ʃˈɑːlz wiɪnsteɪn,charles,,weinstein,,,,,,ʃˈɑːlz,,wiɪnsteɪn,,,,,,,,,,,,,,,,Weinstein,,,,,,,,,,Charles,
2253,sol weinstein,"{""given-name"": ""sol"", ""surname"": ""weinstein""}",en,sɒl wiɪnsteɪn,sol,,weinstein,,,,,,sɒl,,wiɪnsteɪn,,,,,,,,,,,,,,,,Weinstein,,,,,,,,,,Sol,
2254,joseph weinstock,"{""given-name"": ""joseph"", ""surname"": ""weinstock""}",en,dʒˈəʊzf wiɪnstɒk,joseph,,weinstock,,,,,,dʒˈəʊzf,,wiɪnstɒk,,,,,,,,,,,,,,,,Weinstock,,,,,,,,,,Joseph,
2255,simcha weinstock,"{""given-name"": ""simcha"", ""surname"": ""weinstock""}",en,sɪmkə wiɪnstɒk,simcha,,weinstock,,,,,,sɪmkə,,wiɪnstɒk,,,,,,,,,,,,,,,,Weinstock,,,,,,,,,,Simcha,
2256,frances weintraub,"{""given-name"": ""frances"", ""surname"": ""weintraub""}",en,fɻənsɪz wɪəntɻˈɔːb,frances,,weintraub,,,,,,fɻənsɪz,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,Frances,
2257,milton weintraub,"{""given-name"": ""milton"", ""surname"": ""weintraub""}",en,mˈɪltən wɪəntɻˈɔːb,milton,,weintraub,,,,,,mˈɪltən,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,Milton,
2258,rebecca weintraub,"{""given-name"": ""rebecca"", ""surname"": ""weintraub""}",en,ɻɪbˈɛkə wɪəntɻˈɔːb,rebecca,,weintraub,,,,,,ɻɪbˈɛkə,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,Rebecca,
2259,sally weintraub,"{""given-name"": ""sally"", ""surname"": ""weintraub""}",en,sˈælɪ wɪəntɻˈɔːb,sally,,weintraub,,,,,,sˈælɪ,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,Sally,
2260,sigmund weintraub,"{""given-name"": ""sigmund"", ""surname"": ""weintraub""}",en,sɪgmʌnd wɪəntɻˈɔːb,sigmund,,weintraub,,,,,,sɪgmʌnd,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,Sigmund,
2261,simcha weintraub,"{""given-name"": ""simcha"", ""surname"": ""weintraub""}",en,sɪmkə wɪəntɻˈɔːb,simcha,,weintraub,,,,,,sɪmkə,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,Simcha,
2262,w. weintraub,"{""given-name"": ""w."", ""surname"": ""weintraub""}",en,wˈiː wɪəntɻˈɔːb,w.,,weintraub,,,,,,wˈiː,,wɪəntɻˈɔːb,,,,,,,,,,,,,,,,Weintraub,,,,,,,,,,W.,
2263,leah weintraub-graf,"{""given-name"": ""leah"", ""maiden-surname"": ""weintraub"", ""surname"": ""graf""}",en,lə wˈɪntɻəj|uːbɡɻˈɑːf,leah,,graf,,,,weintraub,,lə,,ɡɻˈɑːf,,,,wɪəntɻˈɔːb,,,,,,,,,,,,Graf,,,,,,,,,,Leah,Weintraub
2264,leon weisenfeld,"{""given-name"": ""leon"", ""surname"": ""weisenfeld""}",en,ljən wɪəsɪnfɪld,leon,,weisenfeld,,,,,,ljən,,wɪəsɪnfɪld,,,,,,,,,,,,,,,,Weisenfeld,,,,,,,,,,Leon,
2265,muni weisenfreund,"{""given-name"": ""muni"", ""surname"": ""weisenfreund""}",en,mj|uːnɪ wɪəsɪnfɻˈiːənd,muni,,weisenfreund,,,,,,mj|uːnɪ,,wɪəsɪnfɻˈiːənd,,,,,,,,,,,,,,,,Weisenfreund,,,,,,,,,,Muni,
2266,phillip weisenfreund,"{""given-name"": ""phillip"", ""surname"": ""weisenfreund""}",en,fˈɪlɪp wɪəsɪnfɻˈiːənd,phillip,,weisenfreund,,,,,,fˈɪlɪp,,wɪəsɪnfɻˈiːənd,,,,,,,,,,,,,,,,Weisenfreund,,,,,,,,,,Phillip,
2267,salli weisenfreund,"{""given-name"": ""salli"", ""surname"": ""weisenfreund""}",en,sˈælɪ wɪəsɪnfɻˈiːənd,salli,,weisenfreund,,,,,,sˈælɪ,,wɪəsɪnfɻˈiːənd,,,,,,,,,,,,,,,,Weisenfreund,,,,,,,,,,Salli,
2268,avraham-yakov weislitz,"{""given-name"": ""avraham-yakov"", ""surname"": ""weislitz""}",en,əvɻəmiɑkˈəʊv wezlɪts,avraham-yakov,,weislitz,,,,,,əvɻəmiɑkˈəʊv,,wezlɪts,,,,,,,,,,,,,,,,Weislitz,,,,,,,,,,Avraham-Yakov,
2269,yocheved weislitz,"{""given-name"": ""yocheved"", ""surname"": ""weislitz""}",en,jˈəʊkiːvd wezlɪts,yocheved,,weislitz,,,,,,jˈəʊkiːvd,,wezlɪts,,,,,,,,,,,,,,,,Weislitz,,,,,,,,,,Yocheved,
2270,aaron weisman,"{""given-name"": ""aaron"", ""surname"": ""weisman""}",en,ɑɹn̩ waɪzmən,aaron,,weisman,,,,,,ɑɹn̩,,waɪzmən,,,,,,,,,,,,,,,,Weisman,,,,,,,,,,Aaron,
2271,bernardo weisman,"{""given-name"": ""bernardo"", ""surname"": ""weisman""}",en,bˈɜːnədəʊ waɪzmən,bernardo,,weisman,,,,,,bˈɜːnədəʊ,,waɪzmən,,,,,,,,,,,,,,,,Weisman,,,,,,,,,,Bernardo,
2272,louis weiss,"{""given-name"": ""louis"", ""surname"": ""weiss""}",en,laʊɪz vaɪs,louis,,weiss,,,,,,laʊɪz,,vaɪs,,,,,,,,,,,,,,,,Weiss,,,,,,,,,,Louis,
2273,wilhelm weiss,"{""given-name"": ""wilhelm"", ""surname"": ""weiss""}",en,wˈɪlhˈɛlm vaɪs,wilhelm,,weiss,,,,,,wˈɪlhˈɛlm,,vaɪs,,,,,,,,,,,,,,,,Weiss,,,,,,,,,,Wilhelm,
2274,louis weissberg,"{""given-name"": ""louis"", ""surname"": ""weissberg""}",en,laʊɪz vaɪsbɜːɡ,louis,,weissberg,,,,,,laʊɪz,,vaɪsbɜːɡ,,,,,,,,,,,,,,,,Weissberg,,,,,,,,,,Louis,
2275,rachel weissberg,"{""given-name"": ""rachel"", ""surname"": ""weissberg""}",en,ɻˈeɪɲəl vaɪsbɜːɡ,rachel,,weissberg,,,,,,ɻˈeɪɲəl,,vaɪsbɜːɡ,,,,,,,,,,,,,,,,Weissberg,,,,,,,,,,Rachel,
2276,bessie weissman,"{""given-name"": ""bessie"", ""surname"": ""weissman""}",en,bɪsɪ vaɪsmən,bessie,,weissman,,,,,,bɪsɪ,,vaɪsmən,,,,,,,,,,,,,,,,Weissman,,,,,,,,,,Bessie,
2277,dora weissman,"{""given-name"": ""dora"", ""surname"": ""weissman""}",en,dɔɹə vaɪsmən,dora,,weissman,,,,,,dɔɹə,,vaɪsmən,,,,,,,,,,,,,,,,Weissman,,,,,,,,,,Dora,
2278,dora weissman,"{""given-name"": ""dora"", ""surname"": ""weissman""}",en,dɔɹə vaɪsmən,dora,,weissman,,,,,,dɔɹə,,vaɪsmən,,,,,,,,,,,,,,,,Weissman,,,,,,,,,,Dora,
2279,reuben weissman,"{""given-name"": ""reuben"", ""surname"": ""weissman""}",en,ɻˈiːj|uːbən vaɪsmən,reuben,,weissman,,,,,,ɻˈiːj|uːbən,,vaɪsmən,,,,,,,,,,,,,,,,Weissman,,,,,,,,,,Reuben,
2280,israel welichansky,"{""given-name"": ""israel"", ""surname"": ""welichansky""}",en,ˈɪzreɪl wˈɛla|ɪkənskɪ,israel,,welichansky,,,,,,ˈɪzreɪl,,wˈɛla|ɪkənskɪ,,,,,,,,,,,,,,,,Welichansky,,,,,,,,,,Israel,
2281,ruben wendorf,"{""given-name"": ""ruben"", ""surname"": ""wendorf""}",en,ɻˈʌbən wɛndɔɹf,ruben,,wendorf,,,,,,ɻˈʌbən,,wɛndɔɹf,,,,,,,,,,,,,,,,Wendorf,,,,,,,,,,Ruben,
2282,leola wendorff,"{""given-name"": ""leola"", ""surname"": ""wendorff""}",en,liːə|ʊlə wˈɛndəf,leola,,wendorff,,,,,,liːə|ʊlə,,wˈɛndəf,,,,,,,,,,,,,,,,Wendorff,,,,,,,,,,Leola,
2283,mishel-adolf werbel,"{""given-name"": ""mishel-adolf"", ""surname"": ""werbel""}",en,mˈɪshˈɛlˈædɒlf wˈɜːbəl,mishel-adolf,,werbel,,,,,,mˈɪshˈɛlˈædɒlf,,wˈɜːbəl,,,,,,,,,,,,,,,,Werbel,,,,,,,,,,Mishel-Adolf,
2284,clara wetstein,"{""given-name"": ""clara"", ""surname"": ""wetstein""}",en,klˈæɻə wˈɛtsteɪn,clara,,wetstein,,,,,,klˈæɻə,,wˈɛtsteɪn,,,,,,,,,,,,,,,,Wetstein,,,,,,,,,,Clara,
2285,david wetstein,"{""given-name"": ""david"", ""surname"": ""wetstein""}",en,dævɪd wˈɛtsteɪn,david,,wetstein,,,,,,dævɪd,,wˈɛtsteɪn,,,,,,,,,,,,,,,,Wetstein,,,,,,,,,,David,
2286,jacob wexler,"{""given-name"": ""jacob"", ""surname"": ""wexler""}",en,dʒˈækɒb wɛk|sləɜ˞,jacob,,wexler,,,,,,dʒˈækɒb,,wɛk|sləɜ˞,,,,,,,,,,,,,,,,Wexler,,,,,,,,,,Jacob,
2287,batya wiernik,"{""given-name"": ""batya"", ""surname"": ""wiernik""}",en,bˈætɪə wˈaɪˈɜːnɪk,batya,,wiernik,,,,,,bˈætɪə,,wˈaɪˈɜːnɪk,,,,,,,,,,,,,,,,Wiernik,,,,,,,,,,Batya,
2288,yitzhak wiernik,"{""given-name"": ""yitzhak"", ""surname"": ""wiernik""}",en,jˈɪtsɑːk wˈaɪˈɜːnɪk,yitzhak,,wiernik,,,,,,jˈɪtsɑːk,,wˈaɪˈɜːnɪk,,,,,,,,,,,,,,,,Wiernik,,,,,,,,,,Yitzhak,
2289,jacob wigodski,"{""given-name"": ""jacob"", ""surname"": ""wigodski""}",en,dʒˈækɒb wɪɡɒdskiː,jacob,,wigodski,,,,,,dʒˈækɒb,,wɪɡɒdskiː,,,,,,,,,,,,,,,,Wigodski,,,,,,,,,,Jacob,
2290,bernard wilensky,"{""given-name"": ""bernard"", ""surname"": ""wilensky""}",en,bˈɜːnəd wˈaɪlənskɪ,bernard,,wilensky,,,,,,bˈɜːnəd,,wˈaɪlənskɪ,,,,,,,,,,,,,,,,Wilensky,,,,,,,,,,Bernard,
2291,julian wilensky,"{""given-name"": ""julian"", ""surname"": ""wilensky""}",en,dʒˈuːlɪən wˈaɪlənskɪ,julian,,wilensky,,,,,,dʒˈuːlɪən,,wˈaɪlənskɪ,,,,,,,,,,,,,,,,Wilensky,,,,,,,,,,Julian,
2292,mary wilensky,"{""given-name"": ""mary"", ""surname"": ""wilensky""}",en,məɻɪ wˈaɪlənskɪ,mary,,wilensky,,,,,,məɻɪ,,wˈaɪlənskɪ,,,,,,,,,,,,,,,,Wilensky,,,,,,,,,,Mary,
2293,michael wilensky,"{""given-name"": ""michael"", ""surname"": ""wilensky""}",en,mˈaɪkl̩ wˈaɪlənskɪ,michael,,wilensky,,,,,,mˈaɪkl̩,,wˈaɪlənskɪ,,,,,,,,,,,,,,,,Wilensky,,,,,,,,,,Michael,
2294,max wilner,"{""given-name"": ""max"", ""surname"": ""wilner""}",en,mæk|s wˈɪlnəɜ˞,max,,wilner,,,,,,mæk|s,,wˈɪlnəɜ˞,,,,,,,,,,,,,,,,Wilner,,,,,,,,,,Max,
2295,max r. wilner,"{""given-name"": ""max"", ""middle-name"": ""r."", ""surname"": ""wilner""}",en,mæk|s ɻə|n wˈɪlnəɜ˞,max,r.,wilner,,,,,,mæk|s,ɻə|n,wˈɪlnəɜ˞,,,,,,,,,,,,,,,,Wilner,,,,,R.,,,,,Max,
2296,morris winchevsky,"{""given-name"": ""morris"", ""surname"": ""winchevsky""}",en,mˈɒɻɪs wˈɪnɲˈɛvskɪ,morris,,winchevsky,,,,,,mˈɒɻɪs,,wˈɪnɲˈɛvskɪ,,,,,,,,,,,,,,,,Winchevsky,,,,,,,,,,Morris,
2297,leyb winer,"{""given-name"": ""leyb"", ""surname"": ""winer""}",en,lɪb wˈaɪnəɜ˞,leyb,,winer,,,,,,lɪb,,wˈaɪnəɜ˞,,,,,,,,,,,,,,,,Winer,,,,,,,,,,Leyb,
2298,anatol winogradoff,"{""given-name"": ""anatol"", ""surname"": ""winogradoff""}",en,ˈænətɔɫ wˈɪnɒɡrədɒf,anatol,,winogradoff,,,,,,ˈænətɔɫ,,wˈɪnɒɡrədɒf,,,,,,,,,,,,,,,,Winogradoff,,,,,,,,,,Anatol,
2299,joseph winogradoff,"{""given-name"": ""joseph"", ""surname"": ""winogradoff""}",en,dʒˈəʊzf wˈɪnɒɡrədɒf,joseph,,winogradoff,,,,,,dʒˈəʊzf,,wˈɪnɒɡrədɒf,,,,,,,,,,,,,,,,Winogradoff,,,,,,,,,,Joseph,
2300,benzion witler,"{""given-name"": ""benzion"", ""surname"": ""witler""}",en,bɛnzjən wˈɪtləɜ˞,benzion,,witler,,,,,,bɛnzjən,,wˈɪtləɜ˞,,,,,,,,,,,,,,,,Witler,,,,,,,,,,Benzion,
2301,herman wohl,"{""given-name"": ""herman"", ""surname"": ""wohl""}",en,hɜːmən wˈəʊl,herman,,wohl,,,,,,hɜːmən,,wˈəʊl,,,,,,,,,,,,,,,,Wohl,,,,,,,,,,Herman,
2302,israel meir wohlman,"{""given-name"": ""israel"", ""middle-name"": ""meir"", ""surname"": ""wohlman""}",en,ˈɪzreɪl mɪə* wˈəʊlmən,israel,meir,wohlman,,,,,,ˈɪzreɪl,mɪə*,wˈəʊlmən,,,,,,,,,,,,,,,,Wohlman,,,,,Meir,,,,,Israel,
2303,yehuda-leib wohlman,"{""given-name"": ""yehuda-leib"", ""surname"": ""wohlman""}",en,jwdlˈɛˈɪb wˈəʊlmən,yehuda-leib,,wohlman,,,,,,jwdlˈɛˈɪb,,wˈəʊlmən,,,,,,,,,,,,,,,,Wohlman,,,,,,,,,,Yehuda-Leib,
2304,arthur wolf,"{""given-name"": ""arthur"", ""surname"": ""wolf""}",en,ɑːθəɜ˞ wˈʊlf,arthur,,wolf,,,,,,ɑːθəɜ˞,,wˈʊlf,,,,,,,,,,,,,,,,Wolf,,,,,,,,,,Arthur,
2305,simon wolf,"{""given-name"": ""simon"", ""surname"": ""wolf""}",en,sɪmən wˈʊlf,simon,,wolf,,,,,,sɪmən,,wˈʊlf,,,,,,,,,,,,,,,,Wolf,,,,,,,,,,Simon,
2306,aaron wolfsohn-halle,"{""given-name"": ""aaron"", ""surname"": ""wolfsohn-halle""}",en,ɑɹn̩ wˈʊlfsˈɒnhɔːlɪ,aaron,,wolfsohn-halle,,,,,,ɑɹn̩,,wˈʊlfsˈɒnhɔːlɪ,,,,,,,,,,,,,,,,Wolfsohn-Halle,,,,,,,,,,Aaron,
2307,chona wolfstal,"{""given-name"": ""chona"", ""surname"": ""wolfstal""}",en,kˈəʊnə wˈʊlfstl̩,chona,,wolfstal,,,,,,kˈəʊnə,,wˈʊlfstl̩,,,,,,,,,,,,,,,,Wolfstal,,,,,,,,,,Chona,
2308,avraham wolfstat,"{""given-name"": ""avraham"", ""surname"": ""wolfstat""}",en,əvɻəhæm wˈʊlfstæt,avraham,,wolfstat,,,,,,əvɻəhæm,,wˈʊlfstæt,,,,,,,,,,,,,,,,Wolfstat,,,,,,,,,,Avraham,
2309,yakov-mordechai wolfzon,"{""given-name"": ""yakov-mordechai"", ""surname"": ""wolfzon""}",en,jˈækəʊvmˈɔːdɲˈɛə wˈʊlfzn̩,yakov-mordechai,,wolfzon,,,,,,jˈækəʊvmˈɔːdɲˈɛə,,wˈʊlfzn̩,,,,,,,,,,,,,,,,Wolfzon,,,,,,,,,,Yakov-Mordechai,
2310,ita wolhendler-krause,"{""given-name"": ""ita"", ""maiden-surname"": ""wolhendler"", ""surname"": ""krause""}",en,ɪtə wˈʊlhɛndləkɻˈɔːz,ita,,krause,,,,wolhendler,,ɪtə,,kɻˈɔːz,,,,wˈʊlhɛndləɜ˞,,,,,,,,,,,,Krause,,,,,,,,,,Ita,Wolhendler
2311,m. workel,"{""given-name"": ""m."", ""surname"": ""workel""}",en,m wˈɜːkl̩,m.,,workel,,,,,,m,,wˈɜːkl̩,,,,,,,,,,,,,,,,Workel,,,,,,,,,,M.,
2312,yekhezkel wortsman,"{""given-name"": ""yekhezkel"", ""surname"": ""wortsman""}",en,jkɪkl̩ wˈɜːtsmən,yekhezkel,,wortsman,,,,,,jkɪkl̩,,wˈɜːtsmən,,,,,,,,,,,,,,,,Wortsman,,,,,,,,,,Yekhezkel,
2313,chaim yablokoff,"{""given-name"": ""chaim"", ""surname"": ""yablokoff""}",en,tʃeɪm jˈæblə|ʊkˈɒf,chaim,,yablokoff,,,,,,tʃeɪm,,jˈæblə|ʊkˈɒf,,,,,,,,,,,,,,,,Yablokoff,,,,,,,,,,Chaim,
2314,avraham-yitzhak yablonski,"{""given-name"": ""avraham-yitzhak"", ""surname"": ""yablonski""}",en,əvɻəmjˈɪtsɑːk jˈæblˈɒnskiː,avraham-yitzhak,,yablonski,,,,,,əvɻəmjˈɪtsɑːk,,jˈæblˈɒnskiː,,,,,,,,,,,,,,,,Yablonski,,,,,,,,,,Avraham-Yitzhak,
2315,mordechai yachson,"{""given-name"": ""mordechai"", ""surname"": ""yachson""}",en,mˈɔːdɲˈɛə jˈɒsn̩,mordechai,,yachson,,,,,,mˈɔːdɲˈɛə,,jˈɒsn̩,,,,,,,,,,,,,,,,Yachson,,,,,,,,,,Mordechai,
2316,zakhar yagoda,"{""given-name"": ""zakhar"", ""surname"": ""yagoda""}",en,zˈɑːkˈɑːɜ˞ jˈæɡˈəʊdə,zakhar,,yagoda,,,,,,zˈɑːkˈɑːɜ˞,,jˈæɡˈəʊdə,,,,,,,,,,,,,,,,Yagoda,,,,,,,,,,Zakhar,
2317,zalmen yakhnes,"{""given-name"": ""zalmen"", ""surname"": ""yakhnes""}",en,zˈɔːlmən jˈækhnz,zalmen,,yakhnes,,,,,,zˈɔːlmən,,jˈækhnz,,,,,,,,,,,,,,,,Yakhnes,,,,,,,,,,Zalmen,
2318,mozes yakob,"{""given-name"": ""mozes"", ""surname"": ""yakob""}",en,mˈəʊzɪz jˈækəʊb,mozes,,yakob,,,,,,mˈəʊzɪz,,jˈækəʊb,,,,,,,,,,,,,,,,Yakob,,,,,,,,,,Mozes,
2319,yakov ben yekhezkel from posnan,"{""given-name"": ""yakov"", ""patronymic"": ""ben yekhezkel"", ""nisba"": ""from posnan""}",en,jˈækəʊv bˈɛn jkɪkl̩ fɻˈɒm pˈəʊsnæn,yakov,,,,ben yekhezkel,,,from posnan,jˈækəʊv,,,,bˈɛn jkɪkl̩,,,fɻˈɒm pˈəʊsnæn,,,,,,,,,,,,,,from Posnan,,,,ben Yekhezkel,,,Yakov,
2320,a.l. yakubovitsh,"{""given-name"": ""a.l."", ""surname"": ""yakubovitsh""}",en,sl jˈækʌbə|ʊva|ɪtʃ,a.l.,,yakubovitsh,,,,,,sl,,jˈækʌbə|ʊva|ɪtʃ,,,,,,,,,,,,,,,,Yakubovitsh,,,,,,,,,,A.L.,
2321,leyzer yakubovitsh,"{""given-name"": ""leyzer"", ""surname"": ""yakubovitsh""}",en,la|ɪzɝ jˈækʌbə|ʊva|ɪtʃ,leyzer,,yakubovitsh,,,,,,la|ɪzɝ,,jˈækʌbə|ʊva|ɪtʃ,,,,,,,,,,,,,,,,Yakubovitsh,,,,,,,,,,Leyzer,
2322,lola yakubovitsh,"{""given-name"": ""lola"", ""surname"": ""yakubovitsh""}",en,lə|ʊlə jˈækʌbə|ʊva|ɪtʃ,lola,,yakubovitsh,,,,,,lə|ʊlə,,jˈækʌbə|ʊva|ɪtʃ,,,,,,,,,,,,,,,,Yakubovitsh,,,,,,,,,,Lola,
2323,lyosha yakubovitsh,"{""given-name"": ""lyosha"", ""surname"": ""yakubovitsh""}",en,ɫa|ɪəʃə jˈækʌbə|ʊva|ɪtʃ,lyosha,,yakubovitsh,,,,,,ɫa|ɪəʃə,,jˈækʌbə|ʊva|ɪtʃ,,,,,,,,,,,,,,,,Yakubovitsh,,,,,,,,,,Lyosha,
2324,yaakov yakubovitsh,"{""given-name"": ""yaakov"", ""surname"": ""yakubovitsh""}",en,jˈeɪɒf jˈækʌbə|ʊva|ɪtʃ,yaakov,,yakubovitsh,,,,,,jˈeɪɒf,,jˈækʌbə|ʊva|ɪtʃ,,,,,,,,,,,,,,,,Yakubovitsh,,,,,,,,,,Yaakov,
2325,[?] yakubzon,"{""given-name"": ""[?]"", ""surname"": ""yakubzon""}",en,jˈækˈʌzn̩,[?],,yakubzon,,,,,,,,jˈækˈʌzn̩,,,,,,,,,,,,,,,,Yakubzon,,,,,,,,,,[?],
2326,a. yam,"{""given-name"": ""a."", ""surname"": ""yam""}",en,ˈeɪ jæm,a.,,yam,,,,,,ˈeɪ,,jæm,,,,,,,,,,,,,,,,Yam,,,,,,,,,,A.,
