id,title,var_entries,langs,appellation,acronym,qualifier,maiden-surname,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba
612,lazar freed,"[{'var': 'lazar freed', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lazar,,,Freed,,
613,israel freedman,"[{'var': 'israel freedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Israel,,,Freedman,,
614,adolph freeman,"[{'var': 'adolph freeman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolph,,,Freeman,,
615,anna freeman,"[{'var': 'anna freeman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anna,,,Freeman,,
616,flora freiman,"[{'var': 'flora freiman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Flora,,,Freiman,,
617,louis freiman,"[{'var': 'louis freiman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Freiman,,
618,barukh frenkel,"[{'var': 'barukh frenkel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Barukh,,,Frenkel,,
619,yitzhak frenkel,"[{'var': 'yitzhak frenkel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yitzhak,,,Frenkel,,
620,anita freundlich-sheff,"[{'var': 'anita freundlich-sheff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anita,,,Freundlich-Sheff,,
621,emil frides,"[{'var': 'emil frides', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Emil,,,Frides,,
622,[?] fridman,"[{'var': '[?] fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,?,,,Fridman,,
623,feyvele fridman,"[{'var': 'feyvele fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Feyvele,,,Fridman,,
624,henekh fridman,"[{'var': 'henekh fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henekh,,,Fridman,,
625,itzhak fridman,"[{'var': 'itzhak fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Fridman,,
626,leyb fridman,"[{'var': 'leyb fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leyb,,,Fridman,,
627,michal fridman,"[{'var': 'michal fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Michal,,,Fridman,,
628,sara fridman,"[{'var': 'sara fridman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sara,,,Fridman,,
629,y. fried,"[{'var': 'y. fried', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Y.,,,Fried,,
630,edward friedlander,"[{'var': 'edward friedlander', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Edward,,,Friedlander,,
631,max friedlander,"[{'var': 'max friedlander', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Friedlander,,
632,albert friedman,"[{'var': 'albert friedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Albert,,,Friedman,,
633,betsalel friedman,"[{'var': 'betsalel friedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betsalel,,,Friedman,,
634,itzhak friedman,"[{'var': 'itzhak friedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Friedman,,
635,lara friedman,"[{'var': 'lara friedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lara,,,Friedman,,
636,reuben friedman,"[{'var': 'reuben friedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Reuben,,,Friedman,,
637,rose friedman,"[{'var': 'rose friedman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rose,,,Friedman,,
638,louis friedsell,"[{'var': 'louis friedsell', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Friedsell,,
639,hersh froymovitsh,"[{'var': 'hersh froymovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hersh,,,Froymovitsh,,
640,abraham frumkin,"[{'var': 'abraham frumkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Frumkin,,
641,zanvil frumkis,"[{'var': 'zanvil frumkis', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zanvil,,,Frumkis,,
642,yakov fuchs,"[{'var': 'yakov fuchs', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Fuchs,,
643,ari fuhrman,"[{'var': 'ari fuhrman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ari,,,Fuhrman,,
644,avraham fuhrman,"[{'var': 'avraham fuhrman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Fuhrman,,
645,ruzha fuks,"[{'var': 'ruzha fuks', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ruzha,,,Fuks,,
646,norman furman,"[{'var': 'norman furman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Norman,,,Furman,,
647,harry gabel,"[{'var': 'harry gabel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Harry,,,Gabel,,
648,max gabel,"[{'var': 'max gabel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Gabel,,
649,abraham gachanski,"[{'var': 'abraham gachanski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Gachanski,,
650,miriam gachanski,"[{'var': 'miriam gachanski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Miriam,,,Gachanski,,
651,barukh galinski,"[{'var': 'barukh galinski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Barukh,,,Galinski,,
652,polia galinski,"[{'var': 'polia galinski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Polia,,,Galinski,,
653,esther gamerov-fogel,"[{'var': 'esther gamerov-fogel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,Gamerov,,,,,,,Esther,,,Fogel,,
654,itzhak ganikman,"[{'var': 'itzhak ganikman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Ganikman,,
655,fela garbazh,"[{'var': 'fela garbazh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fela,,,Garbazh,,
656,moshe garbazh,"[{'var': 'moshe garbazh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Garbazh,,
657,rivka garber,"[{'var': 'rivka garber', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rivka,,,Garber,,
658,asher garfinkel,"[{'var': 'asher garfinkel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Asher,,,Garfinkel,,
659,yakov gartelovitsh,"[{'var': 'yakov gartelovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Gartelovitsh,,
660,shmuel gartenberg,"[{'var': 'shmuel gartenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Gartenberg,,
661,jacob gartenstein,"[{'var': 'jacob gartenstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Gartenstein,,
662,henry m. gastvirt,"[{'var': 'henry m. gastvirt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henry,M.,,Gastvirt,,
663,roza gazel,"[{'var': 'roza gazel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Roza,,,Gazel,,
664,marcus gazovsky,"[{'var': 'marcus gazovsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Marcus,,,Gazovsky,,
665,mordechai gebirtig,"[{'var': 'mordechai gebirtig', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mordechai,,,Gebirtig,,
666,pinie geduld,"[{'var': 'pinie geduld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pinie,,,Geduld,,
667,bernard geiling,"[{'var': 'bernard geiling', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bernard,,,Geiling,,
668,michael gelbart,"[{'var': 'michael gelbart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Michael,,,Gelbart,,
669,genia gelber,"[{'var': 'genia gelber', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Genia,,,Gelber,,
670,ida gelfand,"[{'var': 'ida gelfand', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ida,,,Gelfand,,
671,leon gelis,"[{'var': 'leon gelis', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Gelis,,
672,m. geller,"[{'var': 'm. geller', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,,,Geller,,
673,hirsh gendel,"[{'var': 'hirsh gendel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hirsh,,,Gendel,,
674,solomon genfer,"[{'var': 'solomon genfer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Solomon,,,Genfer,,
675,m. george,"[{'var': 'm. george', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,,,George,,
676,a.m. german,"[{'var': 'a.m. german', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,A.M.,,,German,,
677,israel german,"[{'var': 'israel german', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Israel,,,German,,
678,lucy german,"[{'var': 'lucy german', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lucy,,,German,,
679,misha german,"[{'var': 'misha german', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Misha,,,German,,
680,hersh gershanovitsh,"[{'var': 'hersh gershanovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hersh,,,Gershanovitsh,,
681,m. gershoy,"[{'var': 'm. gershoy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,,,Gershoy,,
682,sam gerstenzang,"[{'var': 'sam gerstenzang', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Gerstenzang,,
683,berta gerstin,"[{'var': 'berta gerstin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berta,,,Gerstin,,
684,sam gertler,"[{'var': 'sam gertler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Gertler,,
685,adolf gertner,"[{'var': 'adolf gertner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolf,,,Gertner,,
686,betty gertner,"[{'var': 'betty gertner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betty,,,Gertner,,
687,jacob gertner,"[{'var': 'jacob gertner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Gertner,,
688,jennie gertner,"[{'var': 'jennie gertner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jennie,,,Gertner,,
689,m. gertz,"[{'var': 'm. gertz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,,,Gertz,,
690,helene gespass,"[{'var': 'helene gespass', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Helene,,,Gespass,,
691,moshe-leib getlicherman,"[{'var': 'moshe-leib getlicherman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe-Leib,,,Getlicherman,,
692,jan getsman,"[{'var': 'jan getsman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jan,,,Getsman,,
693,michael gibson,"[{'var': 'michael gibson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Michael,,,Gibson,,
694,shlomo gilbert,"[{'var': 'shlomo gilbert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Gilbert,,
695,ben gilman,"[{'var': 'ben gilman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ben,,Ben-Gilman,Gilman,,
696,louie gilrod,"[{'var': 'louie gilrod', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louie,,,Gilrod,,
697,izidor giltman,"[{'var': 'izidor giltman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izidor,,,Giltman,,
698,adolph gimpel,"[{'var': 'adolph gimpel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolph,,,Gimpel,,
699,emil gimpel,"[{'var': 'emil gimpel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Emil,,,Gimpel,,
700,yaakov ber gimpel,"[{'var': 'yaakov ber gimpel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yaakov,Ber,,Gimpel,,
701,nathan ginter,"[{'var': 'nathan ginter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nathan,,,Ginter,,
702,sara ginter,"[{'var': 'sara ginter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sara,,,Ginter,,
703,louis m. gintsburg,"[{'var': 'louis m. gintsburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,M.,,Gintsburg,,
704,sonya gintsburg,"[{'var': 'sonya gintsburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sonya,,,Gintsburg,,
705,yuna gintsburg,"[{'var': 'yuna gintsburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yuna,,,Gintsburg,,
706,adela ginzburg,"[{'var': 'adela ginzburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adela,,,Ginzburg,,
707,chaim ginzburg,"[{'var': 'chaim ginzburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,,,Ginzburg,,
708,saul ginzburg,"[{'var': 'saul ginzburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Saul,,,Ginzburg,,
709,yakov ginzburg,"[{'var': 'yakov ginzburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Ginzburg,,
710,morris gisnet,"[{'var': 'morris gisnet', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Morris,,,Gisnet,,
711,isaak gladstone,"[{'var': 'isaak gladstone', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isaak,,,Gladstone,,
712,yoel glantz,"[{'var': 'yoel glantz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yoel,,,Glantz,,
713,israel glatstein,"[{'var': 'israel glatstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Israel,,,Glatstein,,
714,jacob glatstein,"[{'var': 'jacob glatstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Glatstein,,
715,shmuel glazerman,"[{'var': 'shmuel glazerman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Glazerman,,
716,barukh glazman,"[{'var': 'barukh glazman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Barukh,,,Glazman,,
717,moshe glazman,"[{'var': 'moshe glazman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Glazman,,
718,betty glazunov,"[{'var': 'betty glazunov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betty,,,Glazunov,,
719,naum glazunov,"[{'var': 'naum glazunov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Naum,,,Glazunov,,
720,hershel glick,"[{'var': 'hershel glick', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hershel,,,Glick,,
721,elias glickman,"[{'var': 'elias glickman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Elias,,,Glickman,,
722,esther glickman,"[{'var': 'esther glickman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Esther,,,Glickman,,
723,ethel glikman,"[{'var': 'ethel glikman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ethel,,,Glikman,,
724,malvina glikman,"[{'var': 'malvina glikman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malvina,,,Glikman,,
725,markus glikman,"[{'var': 'markus glikman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Markus,,,Glikman,,
726,mekhele glikman,"[{'var': 'mekhele glikman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mekhele,,,Glikman,,
727,yakov glikman,"[{'var': 'yakov glikman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Glikman,,
728,laura gliksman,"[{'var': 'laura gliksman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Laura,,,Gliksman,,
729,norbert glimer,"[{'var': 'norbert glimer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Norbert,,,Glimer,,
730,stefanie glimer,"[{'var': 'stefanie glimer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Stefanie,,,Glimer,,
731,gedalya glivitski,"[{'var': 'gedalya glivitski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gedalya,,,Glivitski,,
732,vladislav godik,"[{'var': 'vladislav godik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Vladislav,,,Godik,,
733,clara gold,"[{'var': 'clara gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Clara,,,Gold,,
734,gina gold,"[{'var': 'gina gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gina,,,Gold,,
735,herman gold,"[{'var': 'herman gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Herman,,,Gold,,
736,leibush gold,"[{'var': 'leibush gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leibush,,,Gold,,
737,leon gold,"[{'var': 'leon gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Gold,,
738,nyusya gold,"[{'var': 'nyusya gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nyusya,,,Gold,,
739,stella gold,"[{'var': 'stella gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Stella,,,Gold,,
740,tsila gold,"[{'var': 'tsila gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Tsila,,,Gold,,
741,zishe gold,"[{'var': 'zishe gold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zishe,,,Gold,,
742,avraham goldberg,"[{'var': 'avraham goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Goldberg,,
743,diana goldberg,"[{'var': 'diana goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Diana,,,Goldberg,,
744,hershl goldberg,"[{'var': 'hershl goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hershl,,,Goldberg,,
745,itshe goldberg,"[{'var': 'itshe goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itshe,,,Goldberg,,
746,jacob goldberg,"[{'var': 'jacob goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Goldberg,,
747,lili goldberg,"[{'var': 'lili goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lili,,,Goldberg,,
748,louie goldberg,"[{'var': 'louie goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louie,,,Goldberg,,
749,louis goldberg,"[{'var': 'louis goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Goldberg,,
750,michael goldberg,"[{'var': 'michael goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Michael,,,Goldberg,,
751,morris goldberg,"[{'var': 'morris goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Morris,,,Goldberg,,
752,moshele goldberg,"[{'var': 'moshele goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshele,,,Goldberg,,
753,nathan goldberg,"[{'var': 'nathan goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nathan,,,Goldberg,,
754,rose goldberg,"[{'var': 'rose goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rose,,,Goldberg,,
755,sam goldberg,"[{'var': 'sam goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Goldberg,,
756,yudl goldberg,"[{'var': 'yudl goldberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yudl,,,Goldberg,,
757,moishe goldblatt,"[{'var': 'moishe goldblatt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moishe,,,Goldblatt,,
758,esther goldenberg,"[{'var': 'esther goldenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Esther,,,Goldenberg,,
759,hershl goldenberg,"[{'var': 'hershl goldenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hershl,,,Goldenberg,,
760,itsikl goldenberg,"[{'var': 'itsikl goldenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itsikl,,,Goldenberg,,
761,shifra goldenberg,"[{'var': 'shifra goldenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shifra,,,Goldenberg,,
762,yakov moshe goldenberg,"[{'var': 'yakov moshe goldenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,Moshe,,Goldenberg,,
763,samuel goldenburg,"[{'var': 'samuel goldenburg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Samuel,,,Goldenburg,,
764,abraham goldfaden,"[{'var': 'abraham goldfaden', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Goldfaden,,
765,naftali goldfaden,"[{'var': 'naftali goldfaden', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Naftali,,,Goldfaden,,
766,paulina goldfaden,"[{'var': 'paulina goldfaden', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Paulina,,,Goldfaden,,
767,shimi goldfaden,"[{'var': 'shimi goldfaden', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shimi,,,Goldfaden,,
768,wolf goldfaden,"[{'var': 'wolf goldfaden', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Wolf,,,Goldfaden,,
769,yidl goldfaden,"[{'var': 'yidl goldfaden', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yidl,,,Goldfaden,,
770,shmuel goldfarb,"[{'var': 'shmuel goldfarb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Goldfarb,,
771,sidney goldin,"[{'var': 'sidney goldin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sidney,,,Goldin,,
772,golditsa,"[{'var': 'golditsa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Golditsa,,,,,
773,avraham goldknopf,"[{'var': 'avraham goldknopf', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Goldknopf,,
774,david goldman,"[{'var': 'david goldman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Goldman,,
775,goldman,"[{'var': 'goldman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Goldman,,
776,joseph goldshmidt,"[{'var': 'joseph goldshmidt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Goldshmidt,,
777,becky goldshteyn,"[{'var': 'becky goldshteyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Becky,,,Goldshteyn,,
778,yechiel goldsmith,"[{'var': 'yechiel goldsmith', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yechiel,,,Goldsmith,,
779,b.i. goldstein,"[{'var': 'b.i. goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,B.I.,,,Goldstein,,
780,charlotte goldstein,"[{'var': 'charlotte goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Charlotte,,,Goldstein,,
781,gustav goldstein,"[{'var': 'gustav goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gustav,,,Goldstein,,
782,ida goldstein,"[{'var': 'ida goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ida,,,Goldstein,,
783,izzy goldstein,"[{'var': 'izzy goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izzy,,,Goldstein,,
784,jacob goldstein,"[{'var': 'jacob goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Goldstein,,
785,jan d. goldstein,"[{'var': 'jan d. goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jan,D.,,Goldstein,,
786,jennie goldstein,"[{'var': 'jennie goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jennie,,,Goldstein,,
787,joseph goldstein,"[{'var': 'joseph goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Goldstein,,
788,leyzer goldstein,"[{'var': 'leyzer goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leyzer,,,Goldstein,,
789,louis goldstein,"[{'var': 'louis goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Goldstein,,
790,shmulik goldstein,"[{'var': 'shmulik goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmulik,,,Goldstein,,
791,sokher goldstein,"[{'var': 'sokher goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sokher,,,Goldstein,,
792,zina goldstein,"[{'var': 'zina goldstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zina,,,Goldstein,,
793,david-meir goldvurm,"[{'var': 'david-meir goldvurm', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David-Meir,,,Goldvurm,,
794,moshe goldvurm,"[{'var': 'moshe goldvurm', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Goldvurm,,
795,yakov goldvurm,"[{'var': 'yakov goldvurm', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Goldvurm,,
796,yankev golman,"[{'var': 'yankev golman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yankev,,,Golman,,
797,viktor golovtshiner,"[{'var': 'viktor golovtshiner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Viktor,,,Golovtshiner,,
