id,title,name_parts,var_entries,langs,nisba,alternative-name,patronymic,surname,middle-name,matronymic,honorific,salutation,primary-name,appellation,professional-name,teknonym,acronym,given-name,qualifier
1322,ayydaa (staan) maagydzaahn,"{""given-name"": ""ayydaa"", ""alternative-name"": ""staan"", ""surname"": ""maagydzaahn""}","[{'var': 'ayydaa (staan) maagydzaahn', 'src': 'ds', 'lang': 'en'}]",['en'],,סטאָן,,מאַגידזאָהן,,,,,,,,,,איידאַ,
1323,aal`ksaand`r maagydzaahn,"{""primary-name"": ""aal`ksaand`r maagydzaahn"", ""given-name"": ""aal`ksaand`r"", ""surname"": ""maagydzaahn""}","[{'var': 'aal`ksaand`r maagydzaahn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַגידזאָהן,,,,,אַלעקסאַנדער מאַגידזאָהן,,,,,אַלעקסאַנדער,
1324,(saalaamaan),"{""given-name"": ""saalaamaan""}","[{'var': '(saalaamaan)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,סאָלאָמאָן,
1325,madyaakaat,"{""primary-name"": ""madyaakaat""}","[{'var': 'madyaakaat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,מאדיאָקאַט,,,,,,
1326,zvny (mv`d) mavd,"{""given-name"": ""mv`d"", ""alternative-name"": ""zvny"", ""qualifier"": ""mavd""}","[{'var': 'zvny (mv`d) mavd', 'src': 'ds', 'lang': 'en'}]",['en'],,זוּני,,,,,,,,,,,,מועד,מאוד
1327,bmtsyvn (y`kb h`rtsaag) maaz`r,"{""given-name"": ""y`kb"", ""alternative-name"": ""bmtsyvn"", ""surname"": ""maaz`r""}","[{'var': 'bmtsyvn (y`kb h`rtsaag) maaz`r', 'src': 'ds', 'lang': 'en'}]",['en'],,בּמציון,,מאָזער,,,,,,,,,,יעקב,
1328,dynh maatvs,"{""given-name"": ""dynh"", ""surname"": ""maatvs""}","[{'var': 'dynh maatvs', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַטוס,,,,,,,,,,דינה,
1329,maat`s l. (maat`s lvnyansky),"{""given-name"": ""maat`s"", ""alternative-name"": ""maat`s lvnyansky"", ""salutation"": ""l.""}","[{'var': 'maat`s l. (maat`s lvnyansky)', 'src': 'ds', 'lang': 'en'}]",['en'],,מאַטעס לוּניאנסקי,,,,,,ל.,,,,,,מאַטעס,
1330,"maatk` hb""d","{""primary-name"": ""maatk`"", ""surname"": ""hb'd""}","[{'var': 'maatk` hb""d', 'src': 'ds', 'lang': 'en'}]",['en'],,,,חבּ'd,,,,,מאָטקע,,,,,,
1331,hnh (g`kht) maakhaaraavvskaa,"{""given-name"": ""hnh"", ""alternative-name"": ""g`kht"", ""surname"": ""maakhaaraavvskaa""}","[{'var': 'hnh (g`kht) maakhaaraavvskaa', 'src': 'ds', 'lang': 'en'}]",['en'],,געכט,,מאַכאָראָווסקאַ,,,,,,,,,,חנה,
1332,hnh maakhaaraavvsky,"{""given-name"": ""hnh"", ""surname"": ""maakhaaraavvsky""}","[{'var': 'hnh maakhaaraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַכאַראָווסקי,,,,,,,,,,חנה,
1333,mshh-dvd maakhaaraavvsky,"{""given-name"": ""mshh"", ""middle-name"": ""dvd"", ""surname"": ""maakhaaraavvsky""}","[{'var': 'mshh-dvd maakhaaraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַכאָראָווסקי,דוד,,,,,,,,,משה,
1334,r. maakhnaavvskaa,"{""surname"": ""maakhnaavvskaa"", ""honorific"": ""r.""}","[{'var': 'r. maakhnaavvskaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַכנאָווסקאַ,,,ר.,,,,,,,,
1335,yval-lyyb maalaanvt,"{""primary-name"": ""yval-lyyb"", ""surname"": ""maalaanvt""}","[{'var': 'yval-lyyb maalaanvt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַלאַנוּט,,,,,יואל-לייבּ,,,,,,
1336,p. h. maalyy,"{""surname"": ""maalyy"", ""acronym"": ""p. h.""}","[{'var': 'p. h. maalyy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַליי,,,,,,,,,פ. ה.,,
1337,db-b`r maalkyn,"{""primary-name"": ""db-b`r"", ""surname"": ""maalkyn""}","[{'var': 'db-b`r maalkyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַלקין,,,,,דב-בער,,,,,,
1338,yshral (maadzsh`vvytsky) maand`l,"{""given-name"": ""yshral"", ""alternative-name"": ""maadzsh`vvytsky"", ""surname"": ""maand`l""}","[{'var': 'yshral (maadzsh`vvytsky) maand`l', 'src': 'ds', 'lang': 'en'}]",['en'],,מאַדזשעוויצקי,,מאַנדעל,,,,,,,,,,ישראל,
1339,m. sh. maand`l,"{""acronym"": ""m. sh. mvnd`l""}","[{'var': 'm. sh. maand`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,מ. ש. מונדעל,,
1340,l`aan maand`ltaart,"{""primary-name"": ""maand`ltaart"", ""given-name"": ""l`aan"", ""surname"": ""maandltaart""}","[{'var': 'l`aan maand`ltaart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַנדלטאָרט,,,,,מאַנדעלטאָרט,,,,,לעאָן,
1341,yaaz`p maand`lk`rn,"{""given-name"": ""yaaz`p"", ""surname"": ""maand`lk`rn""}","[{'var': 'yaaz`p maand`lk`rn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַנדעלקערן,,,,,,,,,,יאָזעף,
1342,many`la (maany` m`laam`d),"{""given-name"": ""maany`"", ""alternative-name"": ""many`la"", ""surname"": ""m`lam`d""}","[{'var': 'many`la (maany` m`laam`d)', 'src': 'ds', 'lang': 'en'}]",['en'],,מאניעלא,,מעלאמעד,,,,,,,,,,מאַניע,
1343,h`rmaan maann`s,"{""primary-name"": ""h`rmaan m`nn`s"", ""surname"": ""maann`s""}","[{'var': 'h`rmaan maann`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַןנעס,,,,,הערמאַן מעןנעס,,,,,,
1344,(k`lmaavvytsh),"{""primary-name"": ""k`lmaavvytsh""}","[{'var': '(k`lmaavvytsh)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,קעלמאָוויטש,,,,,,
1345,saalaamaan maan`,"{""given-name"": ""saalaamaan"", ""surname"": ""maan""}","[{'var': 'saalaamaan maan`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַן,,,,,,,,,,סאָלאָמאָן,
1346,`ny (ayyz`nb`rg) maan`,"{""given-name"": ""`ny"", ""alternative-name"": ""ayyz`nb`rg"", ""surname"": ""maan`""}","[{'var': '`ny (ayyz`nb`rg) maan`', 'src': 'ds', 'lang': 'en'}]",['en'],,אייזענבּערג,,מאַנע,,,,,,,,,,עני,
1347,mrdkhy-mnvs maan`saavvyts,"{""given-name"": ""mrdkhy"", ""alternative-name"": ""mnvs"", ""surname"": ""maan`saavvyts""}","[{'var': 'mrdkhy-mnvs maan`saavvyts', 'src': 'ds', 'lang': 'en'}]",['en'],,מנוס,,מאַנעסאָוויץ,,,,,,,,,,מרדכי,
1348,aary (dvd-aryh prydmaan) maanpryd,"{""given-name"": ""aary"", ""alternative-name"": ""dvd-aryh"", ""surname"": ""prydmaan"", ""patronymic"": ""maanpryd""}","[{'var': 'aary (dvd-aryh prydmaan) maanpryd', 'src': 'ds', 'lang': 'en'}]",['en'],,דוד-אריה,מאָנפריד,פרידמאַן,,,,,,,,,,אַרי,
1349,laazaarvs (aly`zr) maanpryd,"{""primary-name"": ""maanpryd"", ""given-name"": ""laazaarvs"", ""alternative-name"": ""aly`zr"", ""surname"": ""maanpryd""}","[{'var': 'laazaarvs (aly`zr) maanpryd', 'src': 'ds', 'lang': 'en'}]",['en'],,אליעזר,,מאָנפריד,,,,,מאָנפריד,,,,,לאַזאַרוּס,
1350,abrhm maas,"{""primary-name"": ""abrhm maas"", ""given-name"": ""abrhm"", ""surname"": ""maas""}","[{'var': 'abrhm maas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָס,,,,,אברהם מאָס,,,,,אברהם,
1351,zsh`ny` (vvynkl`r) maasaap,"{""given-name"": ""zsh`ny`"", ""alternative-name"": ""vvynkl`r"", ""surname"": ""maasaap""}","[{'var': 'zsh`ny` (vvynkl`r) maasaap', 'src': 'ds', 'lang': 'en'}]",['en'],,ווינקלער,,מאַסאָף,,,,,,,,,,זשעניע,
1352,saamv`l maasaap,"{""given-name"": ""saamvel"", ""surname"": ""maasaap""}","[{'var': 'saamv`l maasaap', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַסאָף,,,,,,,,,,סאַמוּ엘,
1353,yval maastbvym,"{""surname"": ""maastbvym""}","[{'var': 'yval maastbvym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַסטבּוים,,,,,,,,,,,
1354,y`kb-yvsp maaskaavvytsh raamaan`r,"{""primary-name"": ""y`kb-yvsp"", ""surname"": ""maaskaavvytsh"", ""nisba"": ""raamaan`r""}","[{'var': 'y`kb-yvsp maaskaavvytsh raamaan`r', 'src': 'ds', 'lang': 'en'}]",['en'],ראָמאַנער,,,מאָסקאָוויטש,,,,,יעקב-יוסף,,,,,,
1355,gaas`t (gaas`kt,"{""given-name"": ""gaas`kt"", ""alternative-name"": ""gaas`t""}","[{'var': 'gaas`t (gaas`kt', 'src': 'ds', 'lang': 'en'}]",['en'],,גאָסעט,,,,,,,,,,,,גאָסעקט,
1356,maask`,"{""primary-name"": ""maask`""}","[{'var': 'maask`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,מאַסקע,,,,,,
1357,h`rsh (gryshaa) maats,"{""given-name"": ""h`rsh"", ""alternative-name"": ""gryshaa"", ""surname"": ""maats""}","[{'var': 'h`rsh (gryshaa) maats', 'src': 'ds', 'lang': 'en'}]",['en'],,גרישאַ,,מאַץ,,,,,,,,,,הערש,
1358,h`rmaan maaraat,"{""primary-name"": ""h`rmaan maaraat"", ""given-name"": ""h`rmaan"", ""surname"": ""maarat""}","[{'var': 'h`rmaan maaraat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָראט,,,,,הערמאַן מאָראַט,,,,,הערמאַן,
1359,a. maargaalyn,"{""surname"": ""maargaalyn"", ""acronym"": ""a.""}","[{'var': 'a. maargaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרגאָלין,,,,,,,,,א.,,
1360,zkhryh maargaalyn,"{""given-name"": ""zkhryh"", ""surname"": ""maargaalyn""}","[{'var': 'zkhryh maargaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרגאָלין,,,,,,,,,,זכריה,
1361,saamvayl a. maargaalyn,"{""given-name"": ""saamvayl"", ""middle-name"": ""a."", ""surname"": ""maargaalyn""}","[{'var': 'saamvayl a. maargaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרגאָלין,א.,,,,,,,,,סאַמוּאיל,
1362,klaaraa (blyykhmaan) maargaalyn,"{""given-name"": ""klaaraa"", ""alternative-name"": ""blyykhmaan"", ""surname"": ""maargaalyn""}","[{'var': 'klaaraa (blyykhmaan) maargaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,בלייכמאַן,,מאַרגאָלין,,,,,,,,,,קלאַראַ,
1363,`dvvaard (ykvtyal) maargaalys,"{""given-name"": ""`dvvaard"", ""alternative-name"": ""ykvtyal"", ""surname"": ""maargaalys""}","[{'var': '`dvvaard (ykvtyal) maargaalys', 'src': 'ds', 'lang': 'en'}]",['en'],,יקותיאל,,מאַרגאָליס,,,,,,,,,,עדוואַרד,
1364,raazaa (ryyzl gaaldb`rg) maargvl`s,"{""given-name"": ""raazaa"", ""alternative-name"": ""ryyzl"", ""surname"": ""maargvl`s"", ""matronymic"": ""gaaldb`rg""}","[{'var': 'raazaa (ryyzl gaaldb`rg) maargvl`s', 'src': 'ds', 'lang': 'en'}]",['en'],,רייזל,,מאַרגוּלעס,,גאָלדבּערג,,,,,,,,ראָזאַ,
1365,(tsvv`rlyng-kvp`rshmydt),"{""surname"": ""tsvv`rlyng-kvp`rshmydt""}","[{'var': '(tsvv`rlyng-kvp`rshmydt)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,צווערלינג-קוּפּערשמידט,,,,,,,,,,,
1366,shmval maarvvyl,"{""given-name"": ""shmval"", ""surname"": ""maarvvyl""}","[{'var': 'shmval maarvvyl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרוויל,,,,,,,,,,שמואל,
1367,maarys (?),"{""primary-name"": ""maarys"", ""given-name"": ""maarys""}","[{'var': 'maarys (?)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,מאָריס,,,,,מאָריס,
1368,s`m (shmval-mshh gaanz) maarys,"{""primary-name"": ""s`m"", ""given-name"": ""shmval-mshh"", ""surname"": ""maarys""}","[{'var': 's`m (shmval-mshh gaanz) maarys', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָריס,,,,,סעם,,,,,שמוּאל-משה,
1369,maaryts (mshh kaahn) maarysaan,"{""given-name"": ""mshh"", ""alternative-name"": ""maaryts"", ""surname"": ""maarysaan"", ""patronymic"": ""kvhn""}","[{'var': 'maaryts (mshh kaahn) maarysaan', 'src': 'ds', 'lang': 'en'}]",['en'],,מאָריץ,קוהן,מאָריסאָן,,,,,,,,,,משה,
1370,maaks maary`nhaap,"{""primary-name"": ""maaks maary`nhaap"", ""given-name"": ""maaks"", ""surname"": ""maary`nhaap""}","[{'var': 'maaks maary`nhaap', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַריענהאָף,,,,,מאַקס מאַריענהאָף,,,,,מאַקס,
1371,maary`nshtraas (?),"{""surname"": ""maary`nshtraas""}","[{'var': 'maary`nshtraas (?)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַריענשטראָס,,,,,,,,,,,
1372,yshral markh`vvka,"{""given-name"": ""yshral"", ""surname"": ""markh`vvka""}","[{'var': 'yshral markh`vvka', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מארכעווקא,,,,,,,,,,ישראל,
1373,grysha maarmaa,"{""given-name"": ""grysha"", ""surname"": ""maarmaa""}","[{'var': 'grysha maarmaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרמאָ,,,,,,,,,,גרישא,
1374,abrhm (mnkr) maar`vvsky,"{""given-name"": ""abrhm"", ""alternative-name"": ""mnkr"", ""surname"": ""maar`vvsky""}","[{'var': 'abrhm (mnkr) maar`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,מנקר,,מאַרעווסקי,,,,,,,,,,אברהם,
1375,pylyp maark,"{""primary-name"": ""pylyp maark"", ""given-name"": ""pylyp"", ""surname"": ""maark""}","[{'var': 'pylyp maark', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרק,,,,,פיליפּ מאַרק,,,,,פיליפּ,
1376,a. maarkaavv,"{""surname"": ""maarkvvv"", ""acronym"": ""a.""}","[{'var': 'a. maarkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרקוּוו,,,,,,,,,א.,,
1377,yvsp maarkaavvytsh,"{""given-name"": ""yvsp"", ""surname"": ""maarkvvytsh""}","[{'var': 'yvsp maarkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרקוויטש,,,,,,,,,,יוסף,
1378,mshh maarkaavvytsh,"{""given-name"": ""mshh"", ""surname"": ""maarkvavytsh""}","[{'var': 'mshh maarkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרקואויטש,,,,,,,,,,משה,
1379,lvay maarkaavvytsh,"{""given-name"": ""lvay"", ""surname"": ""maarkvvytsh""}","[{'var': 'lvay maarkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרקוויטש,,,,,,,,,,לואי,
1380,p`r`ts maarkysh,"{""primary-name"": ""p`r`ts maarkysh"", ""given-name"": ""p`r`ts"", ""surname"": ""maarkysh""}","[{'var': 'p`r`ts maarkysh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַרקיש,,,,,פּערעץ מאַרקיש,,,,,פּערעץ,
1381,tsyl` marks,"{""primary-name"": ""tsyl` marks"", ""given-name"": ""tsyl`"", ""surname"": ""marks""}","[{'var': 'tsyl` marks', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מארקס,,,,,צילע מארקס,,,,,צילע,
1382,rvdalp (radkynsan) marks,"{""given-name"": ""rvdalp"", ""alternative-name"": ""radkynsan"", ""surname"": ""marks""}","[{'var': 'rvdalp (radkynsan) marks', 'src': 'ds', 'lang': 'en'}]",['en'],,ראדקינסאן,,מארקס,,,,,,,,,,רודאלף,
1383,dnyal marshak,"{""given-name"": ""dnyal"", ""surname"": ""marshak""}","[{'var': 'dnyal marshak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מארשאק,,,,,,,,,,דניאל,
1384,aytsh`-mayr maashkaavvytsh,"{""primary-name"": ""aytsh`-mayr"", ""surname"": ""maashkaavvytsh""}","[{'var': 'aytsh`-mayr maashkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָשקאָוויטש,,,,,איטשע-מאיר,,,,,,
1385,maaks maashkaavvytsh,"{""given-name"": ""maaks"", ""surname"": ""maashkaavvytsh""}","[{'var': 'maaks maashkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָשקאָוויטש,,,,,,,,,,מאַקס,
1386,maarys maashkaavvytsh,"{""primary-name"": ""maarys maashkaavvytsh"", ""given-name"": ""maarys"", ""surname"": ""maashkaavvytsh""}","[{'var': 'maarys maashkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָשקאָוויטש,,,,,מאָריס מאָשקאָוויטש,,,,,מאָריס,
1387,mshh maashkaavvytsh,"{""given-name"": ""mshh"", ""surname"": ""maashkaavvytsh""}","[{'var': 'mshh maashkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָשקאָוויטש,,,,,,,,,,משה,
1388,naadyaa (gvd`vvytsh) maashkaavvytsh,"{""primary-name"": ""naadyaa"", ""alternative-name"": ""gvd`vvytsh"", ""surname"": ""maashkaavvytsh""}","[{'var': 'naadyaa (gvd`vvytsh) maashkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,גוּדעוויטש,,מאָשקאָוויטש,,,,,נאַדיאַ,,,,,,
1389,paashaa (baasyaa?) maashkaavvytsh,"{""given-name"": ""paashaa"", ""alternative-name"": ""baasyaa"", ""surname"": ""maashkaavvytsh""}","[{'var': 'paashaa (baasyaa?) maashkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,בּאַסיאַ,,מאָשקאָוויטש,,,,,,,,,,פּאַשאַ,
1390,hnh mgyd,"{""given-name"": ""hnh"", ""surname"": ""mgyd""}","[{'var': 'hnh mgyd', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מגיד,,,,,,,,,,חנה,
1391,a. mvkdvny,"{""surname"": ""mvkdvny"", ""acronym"": ""a.""}","[{'var': 'a. mvkdvny', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מוּקדוני,,,,,,,,,א.,,
1392,mvraanaavv`r t`aat`r,"{""primary-name"": ""mvranvb`r"", ""professional-name"": ""t`aat`r""}","[{'var': 'mvraanaavv`r t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,מוראנובער,,טעאַטער,,,,
1393,yaasl mvrak,"{""given-name"": ""yaasl"", ""surname"": ""mvrak""}","[{'var': 'yaasl mvrak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מוראק,,,,,,,,,,יאָסל,
1394,hyym aly`zr mvshkaat,"{""given-name"": ""hyym"", ""middle-name"": ""aly`zr"", ""surname"": ""mvshkaat""}","[{'var': 'hyym aly`zr mvshkaat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מוּשקאַט,אליעזר,,,,,,,,,חיים,
1395,yhvsh` (m. sgl) mzh,"{""given-name"": ""yhvsh`"", ""alternative-name"": ""m. sgl"", ""surname"": ""mzh""}","[{'var': 'yhvsh` (m. sgl) mzh', 'src': 'ds', 'lang': 'en'}]",['en'],,מ. סגל,,מזח,,,,,,,,,,יהושע,
1396,maark myaadaavvnyk,"{""primary-name"": ""maark myaadaavvnyk"", ""given-name"": ""maark"", ""surname"": ""myaadaavvnyk""}","[{'var': 'maark myaadaavvnyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מיאָדאָווניק,,,,,מאָרק מיאָדאָווניק,,,,,מאָרק,
1397,shmval (maand`l) mygdaalaavvytsh,"{""given-name"": ""shmval"", ""alternative-name"": ""maand`l"", ""surname"": ""mygdaalaavvytsh""}","[{'var': 'shmval (maand`l) mygdaalaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,מאַנדעל,,מיגדאַלאָוויטש,,,,,,,,,,שמוּאל,
1398,aygnaatsy (mygdaal) mygdaalsky,"{""primary-name"": ""mygdaalsky"", ""given-name"": ""aygnaatsy"", ""alternative-name"": ""mygdal""}","[{'var': 'aygnaatsy (mygdaal) mygdaalsky', 'src': 'ds', 'lang': 'en'}]",['en'],,מיגדַל,,,,,,,מיגדאַלסקי,,,,,איגנאַצי,
1399,aadaalp (abrhm) myd`,"{""given-name"": ""adalp"", ""alternative-name"": ""abrhm"", ""surname"": ""myd`""}","[{'var': 'aadaalp (abrhm) myd`', 'src': 'ds', 'lang': 'en'}]",['en'],,אברהם,,מידע,,,,,,,,,,אדאלף,
1400,ayyk mytnyk,"{""primary-name"": ""mytnyk"", ""given-name"": ""ayyk""}","[{'var': 'ayyk mytnyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,מיטניק,,,,,אייק,
1401,ahrn myt`lmaan,"{""given-name"": ""ahrn"", ""surname"": ""myt`lmaan""}","[{'var': 'ahrn myt`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מיטעלמאַן,,,,,,,,,,אהרן,
1402,baarys myyd`lmaan,"{""given-name"": ""baarys"", ""surname"": ""myyd`lmaan""}","[{'var': 'baarys myyd`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מיידעלמאַן,,,,,,,,,,באָריס,
1403,nhmn myyzyl,"{""given-name"": ""nhmn"", ""surname"": ""myyzyl""}","[{'var': 'nhmn myyzyl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייזיל,,,,,,,,,,נחמן,
1404,b`laa myyz`l,"{""primary-name"": ""b`laa myyz`l"", ""given-name"": ""b`laa"", ""surname"": ""myyz`l""}","[{'var': 'b`laa myyz`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייזעל,,,,,בּעלאַ מייזעל,,,,,בּעלאַ,
1405,hyymaan (hyym) myyz`l,"{""given-name"": ""hyym"", ""alternative-name"": ""hyymaan"", ""surname"": ""myyz`l""}","[{'var': 'hyymaan (hyym) myyz`l', 'src': 'ds', 'lang': 'en'}]",['en'],,היימאַן,,מייזעל,,,,,,,,,,חיים,
1406,aabysh myyz`ls,"{""given-name"": ""aabysh"", ""surname"": ""myyz`ls""}","[{'var': 'aabysh myyz`ls', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייזעלס,,,,,,,,,,אַבּיש,
1407,klaaraa (prydhaap`r) myyz`ls,"{""primary-name"": ""klaaraa"", ""alternative-name"": ""prydhaap`r"", ""surname"": ""myyz`ls""}","[{'var': 'klaaraa (prydhaap`r) myyz`ls', 'src': 'ds', 'lang': 'en'}]",['en'],,פרידהאָפער,,מייזּעלס,,,,,קלאַראַ,,,,,,
1408,gr`ta myy`r,"{""primary-name"": ""gr`ta myy`r"", ""given-name"": ""gr`ta"", ""surname"": ""myy`r""}","[{'var': 'gr`ta myy`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייער,,,,,גרעטא מייער,,,,,גרעטא,
1409,h`nykh myy`r,"{""primary-name"": ""h`nykh myy`r"", ""given-name"": ""h`nykh"", ""surname"": ""myy`r""}","[{'var': 'h`nykh myy`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייער,,,,,העניך מייער,,,,,העניך,
1410,maarrys (mshh) myy`r,"{""given-name"": ""mshh"", ""alternative-name"": ""maarrys"", ""surname"": ""myy`r""}","[{'var': 'maarrys (mshh) myy`r', 'src': 'ds', 'lang': 'en'}]",['en'],,מאָרריס,,מייער,,,,,,,,,,משה,
1411,dvd myy`raavvytsh,"{""given-name"": ""dvd"", ""surname"": ""myy`raavvytsh""}","[{'var': 'dvd myy`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייעראָוויטש,,,,,,,,,,דוד,
1412,t`sy (tvyb` shtaark) myy`raavvytsh,"{""given-name"": ""t`sy"", ""alternative-name"": ""tvyb` shtaark"", ""surname"": ""myy`raavvytsh""}","[{'var': 't`sy (tvyb` shtaark) myy`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,טויבּע שטאַרק,,מייעראָוויטש,,,,,,,,,,טעסי,
1413,lyaas` myy`rsaan,"{""primary-name"": ""lyaas` myy`rsvn"", ""given-name"": ""lyaas`"", ""surname"": ""myy`rsvn""}","[{'var': 'lyaas` myy`rsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייערסון,,,,,ליאָסע מייערסון,,,,,ליאָסע,
1414,m. l. myy`rsaan,"{""surname"": ""myy`rsvn"", ""acronym"": ""m. l.""}","[{'var': 'm. l. myy`rsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייערסון,,,,,,,,,מ. ל.,,
1415,(yhvdh mykh`lzaahn),"{""given-name"": ""yhvdh"", ""surname"": ""mykhalzaahn""}","[{'var': '(yhvdh mykh`lzaahn)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מיכאלזאָהן,,,,,,,,,,יהודה,
1416,b. (yvsp ayzbytsky) mykhaal`vvytsh,"{""given-name"": ""yvsp"", ""alternative-name"": ""ayzbytsky"", ""surname"": ""mykhaal`vvytsh"", ""acronym"": ""b.""}","[{'var': 'b. (yvsp ayzbytsky) mykhaal`vvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,איזבּיצקי,,מיכאַלעוויטש,,,,,,,,,בּ.,יוסף,
1417,mykhal (vvyysblaat) mykhaal`skaa,"{""given-name"": ""mykhal"", ""alternative-name"": ""vvyysblaat"", ""surname"": ""mykhaal`skaa""}","[{'var': 'mykhal (vvyysblaat) mykhaal`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],,ווייסבּלאַט,,מיכאַלעסקאָ,,,,,,,,,,מיכאל,
1418,s. m. (shlmh vvaalpsy) mykhaa`ls,"{""given-name"": ""shlmh"", ""alternative-name"": ""vvaalpsy"", ""surname"": ""mykhaa`ls"", ""acronym"": ""s. m.""}","[{'var': 's. m. (shlmh vvaalpsy) mykhaa`ls', 'src': 'ds', 'lang': 'en'}]",['en'],,וואָלפסי,,מיכאָעלס,,,,,,,,,ס. מ.,שלמה,
1419,b`ntsy` (bn-tsyvn) mykhtam,"{""primary-name"": ""b`ntsy`"", ""alternative-name"": ""bn-tsyvn"", ""surname"": ""mykhtam""}","[{'var': 'b`ntsy` (bn-tsyvn) mykhtam', 'src': 'ds', 'lang': 'en'}]",['en'],,בן-ציון,,מיכטאם,,,,,בענציע,,,,,,
1420,hyyk` (paaskaal) mylb`rg,"{""given-name"": ""hyyk`"", ""alternative-name"": ""paaskaal"", ""surname"": ""mylb`rg""}","[{'var': 'hyyk` (paaskaal) mylb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,פּאַסקאַל,,מילבערג,,,,,,,,,,חייקע,
