id,title,var_entries,langs,lang,phoneme,primary-name,qualifier,patronymic,middle-name,professional-name,teknonym,matronymic,honorific,given-name,nisba,surname,alternative-name,salutation,appellation,acronym
112,gaald` (g`nyaa shnyyd`r) aamz`l,"[{'var': 'gaald` (g`nyaa shnyyd`r) aamz`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡˈæɔːld nɪəə ʃɪɪdɜ˞ əæzl̩,,,אַמזעל,,,,,,גאָלדע,,שניידער,געניאַ,,,
113,any`la (hnh kampaan`y`ts-paalyaakaavv),"[{'var': 'any`la (hnh kampaan`y`ts-paalyaakaavv)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈɛnɪlə hnh kæmpˈeɪˈɛnɪtzpˈæl̩ɪəˈeɪkˈɑːv,,,,,,,,,חנה,,קאמפּאַנעיעץ-פּאָליאַקאָוו,אניעלא,,,
114,z. y. (zlmn ytshk aaraansaan) ankhy,"[{'var': 'z. y. (zlmn ytshk aaraansaan) ankhy', 'src': 'ds', 'lang': 'en'}]",['en'],en,z jˈiː zlm jtʃk ɑɹɑːnsæn̩ æŋkaɪ,,,,יצחק,,,,,זלמן,,אַראָנסאָן,,,אנכי,ז. י.
115,sh. (shlmh-zaanvvl raapaapaart) aan-sky,"[{'var': 'sh. (shlmh-zaanvvl raapaapaart) aan-sky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈiː ʃmdʒzɑːnvl ɻˈæəˈɑːpɑːt ɑːnskɪ,אַנ-סקי,,,,,,,,שלמה,,ראַפּאָפּערט,זאַנוול,,,ש.
116,brvkh aas,"[{'var': 'brvkh aas', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻvk əəz,,,,,,,,,ברוך,,אַס,,,,
117,hyym aastraavvsky,"[{'var': 'hyym aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm əæstre|ɪˈævskɪ,,,,,,,,,חיים,,אָסטראָווסקי,,,,
118,kh. aastraavvsky,"[{'var': 'kh. aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈiː əæstre|ɪˈævskɪ,,,,,,,,,כ.,,אסטראָווסקי,,,,
119,s`m (shmval) aastraavvsky,"[{'var': 's`m (shmval) aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,sm ʃmvl̩ əæstre|ɪˈævskɪ,אָסטראָווסקי,,,,,,,,שמואל,,,סעם,,,
120,aaskaar (yhvsh` aastrytsky) aastraap,"[{'var': 'aaskaar (yhvsh` aastrytsky) aastraap', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɑːskɑː* ɪəvʃ əæstrɪtskɪ əæstre|ɪæp,,,אָסטריצקי,,,,,,יהושע,,אַסטרֹף,אָסקאַר,,,
121,h`rsh`l` aastraapaal`r,"[{'var': 'h`rsh`l` aastraapaal`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃl əæstre|ɪəpl̩ɜ˞,,,,,,,,,הערשעלע,אָסטראָפּאָלער,,,,,
122,yvlyvs (ayyz`nb`t) aaskaar,"[{'var': 'yvlyvs (ayyz`nb`t) aaskaar', 'src': 'ds', 'lang': 'en'}]",['en'],en,jvl̩vz ˈeɪa|ɪznt əɑːskɑː*,יוליוס,,,,,,,,,,אָסקאַר,אייזענבעט,,,
123,yvsp (yvsp aapaataavvsky) aapataashv,"[{'var': 'yvsp (yvsp aapaataavvsky) aapataashv', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp jv|ˈɜːsp ˈɑːpˈæˈɑːvskɪ ˈɑːptæʃv,,,,,,,,,יוסף,אָפּאטאַשו,אָפּאַטאָווסקי,יוסף,,,
124,dvd aapaath`k`r,"[{'var': 'dvd aapaath`k`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd ˈɑːpɑːðkɜ˞,,,,,,,,,דוד,,אַפּאָטהעקער,,,,
125,saapya (shrh pryynd) aaptyyk`r,"[{'var': 'saapya (shrh pryynd) aaptyyk`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæəpɪə ʃɜ˞ pɻˈaɪɪnd əæptɪɪkɜ˞,,,,,,,,,שרה,,אַפּטייקער,סאָפיא,,,
126,ayzydaar (yaapkaa) aap`l,"[{'var': 'ayzydaar (yaapkaa) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzɪdɑː* jæpkɑː əəpl,אַפעל,,,,,,,,איזידאָר,,,יאפּקאָ,,,
127,aannaa (b`rkaavvytsh) aap`l,"[{'var': 'aannaa (b`rkaavvytsh) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈænəə bɻkˈɑːvɪtʃ əəpl,,,,,,,,,אַננאַ,,אָפּעל,בּערקאָוויטש,,,
128,maarys (aap`lavyg) aap`l,"[{'var': 'maarys (aap`lavyg) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɛ|ərɪz əəple|ɪvɪɡ əəpl,,,,,,,,,מאָריס,,אַפּעל,אַפּעלאויג,,,
129,myshaa aap`lbvym,"[{'var': 'myshaa aap`lbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɪsæə əəplbvɪm,,,,,,,,,מישאַ,,אַפּעלבּוים,,,,
130,(shyyn` rhl vvyynshtyyn),"[{'var': '(shyyn` rhl vvyynshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈaɪɪn rl vɪɪnʃtɪɪn,,,,,,,,,רחל,,וויינשטיין,שיינע,,,
131,p`lynaa (p`rl) aapp`rmaan,"[{'var': 'p`lynaa (p`rl) aapp`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,pla|ɪnə pɹɫ əæprmn̩,,,,,,,,,פעלינאַ,,אָפפערמאַן,פּערל,,,
132,nykaalyy aprt,"[{'var': 'nykaalyy aprt', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈɪkˈɑːlɪi əpt,ניקòlיי,,,,,,,,,,אפרת,,,,
133,abrhm (abrhm ytshk) aaks`lrad,"[{'var': 'abrhm (abrhm ytshk) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm əbɻm jtʃk əˈeɪlɻæd,אברהם,,,,,,,,אברהם,,אאַקסלראד,אברהם יצחק,,,
134,aan`taa (pr`n`r) aaks`lrad,"[{'var': 'aan`taa (pr`n`r) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɑ̃|ːŋɑː pɻn|jə|ɜ˞ əˈeɪlɻæd,,,,,,,,,אַנעטאַ,,אַקסעלראד,פּרענער,,,
135,maarys (m`yr) aaks`lrad,"[{'var': 'maarys (m`yr) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɛ|ərɪz mˈɜː əˈeɪlɻæd,,,,,,,,,מאָריס,,אַקסעלראד,מעיר,,,
136,mynaa (blyykhmaan) aaks`lrad,"[{'var': 'mynaa (blyykhmaan) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈaɪnəə blɪɪkmn̩ əˈeɪlɻæd,,,,,,,,,מינאַ,,אַקסעלראד,בלייכמאַן,,,
137,raaza aaks`lrad,"[{'var': 'raaza aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæˈɑːzə əˈeɪlɻæd,,,,,,,,,ראָזא,,אַקסעלראד,,,,
138,rhl (kaahvt) aaks`lrad,"[{'var': 'rhl (kaahvt) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],en,rl kˈæˈɑːvt əˈeɪlɻæd,,,,,,,,,רחל,,אַקסעלראד,קאָהוט,,,
139,yshral aaks`np`ld,"[{'var': 'yshral aaks`np`ld', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl əˈeɪknpld,,,,,,,,,ישראל,,אַקסענפעלד,,,,
140,h`rmaan aaraanaavvytsh,"[{'var': 'h`rmaan aaraanaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,hmən̩ ɑɹˈɑːnˈævɪtʃ,הערמאַן,,,,,,,,,,אַראָנאָוויטש,,,,
141,yvd`s aaraantshyk,"[{'var': 'yvd`s aaraantshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,jvdz ɑɹəɑːnɪk,יודעס אַראָנטשיק,,,,,,,,יודעס,,אַראָנטשיק,,,,
142,brvkh aaraansaan,"[{'var': 'brvkh aaraansaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻvk ɑɹɑːnsæn̩,,,,,,,,,ברוך,,אַראָנסאָן,,,,
143,pyyvvl aaraan`s,"[{'var': 'pyyvvl aaraan`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,pa|ɪɪvl ɑɹɑːns,פייוול אַראָנעס,,,,,,,,פייוול,,אַראָנעס,,,,
144,astr (sny`gaavv) aarzsh`vvskaayaa,"[{'var': 'astr (sny`gaavv) aarzsh`vvskaayaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,æsɜ˞ snɪɡˈɑːv ɑɹzʃvskəˈeɪɑː,אסתר,,,,,,,,,,אָרזשעווסקאַיאַ,סניעגאָוו,,,
145,shm`vn aarlyvk,"[{'var': 'shm`vn aarlyvk', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvn ɑɹɫa|ɪvk,,,,,,,,,שמעון,,אָרליוק,,,,
146,aarnaald (a. gynzbvrg),"[{'var': 'aarnaald (a. gynzbvrg)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɑɹnɔːld ˈeɪ ɡˈaɪnzbəɡ,,,,,,,,,אַרנאָלד,,,א. גינזבּורג,,,
147,mrym (maany` maargvlys) aarnaan,"[{'var': 'mrym (maany` maargvlys) aarnaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɻɪm mˈæənɪ mˈæˈɑːɡvlɪz ɑɹnn̩,,,,,,,,,מרים,,אַרנאָן,מאַניע,,,
148,raaz` arnshtyyn,"[{'var': 'raaz` arnshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈææz ɑːnʃtɪɪn,,,,,,,,,ראָזע,,ארנשטיין,,,,
149,(aar`n) yvsp aar`nshtyyn,"[{'var': '(aar`n) yvsp aar`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɑːn jv|ˈɜːsp ɑɹnʃtɪɪn,,,,,,,,,יוסף,,אָרענשטיין,אָרען,,,
150,aysaak aarkaa,"[{'var': 'aysaak aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzəæk əˈɑːkɑː,איסאַק אַרקאָ,,,,,,,,איסאַק,,אַרקאָ,,,,
151,ytshk arka,"[{'var': 'ytshk arka', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk ɑːkə,,,,,,,,,יצחק,,ארקא,,,,
152,maany` (pyshzaan) aarkaa,"[{'var': 'maany` (pyshzaan) aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæənɪ pa|ɪʃzɑːn əˈɑːkɑː,,,,,,,,,מאַניע,,אַרקאָ,פישזאָן,,,
153,prytsy aarkaa,"[{'var': 'prytsy aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻɪtsɪ əˈɑːkɑː,פריצי אַרקאָ,,,,,,,,פריצי,,אַרקאָ,,,,
154,abram aash,"[{'var': 'abram aash', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻæm əæʃ,אבראם אַש,,,,,,,,אבראם,,אַש,,,,
155,hyhl` aash,"[{'var': 'hyhl` aash', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪl əæʃ,,,,,,,,,חיהלע,,אַש,,,,
156,shlvm aash,"[{'var': 'shlvm aash', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃlvm əæʃ,,,,,,,,,שלום,,אש,,,,
157,(p`sy` lyb`rshtyyn),"[{'var': '(p`sy` lyb`rshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,sa|ɪ lˈɪbztɪɪn,ליבּערשטיין,,,,,,,,פּעסיע,,,,,,
158,ayzydaar (ayyzyk) ashkhnzy,"[{'var': 'ayzydaar (ayyzyk) ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzɪdɑː* ˈeɪa|ɪzɪk ˈæʃknzɪ,איזידאָר,,,,,,,,,,אשכנזי,אייזיק,,,
159,myr` ashkhnzy,"[{'var': 'myr` ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɜː ˈæʃknzɪ,מירע אשכנזי,,,,,,,,מירע,,אשכנזי,,,,
160,tsyl` (p`p`r) ashkhnzy,"[{'var': 'tsyl` (p`p`r) ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],en,tsɪl pɜ˞ ˈæʃknzɪ,,,,,,,,,צילע,,אשכנזי,פעפער,,,
161,m. aash`raavvytsh,"[{'var': 'm. aash`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,m əæʃɻˈævɪtʃ,,,,,,,,,,,אָשעראָוויטש,,,,מ.
162,baagaat`laa t`aat`r,"[{'var': 'baagaat`laa t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːɡˈælə tˈæˈæɜ˞,בּאַגאטעלאַ,טעאַטער,,,,,,,,,,,,,
163,ayyda baadaan`s,"[{'var': 'ayyda baadaan`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪɪdə bˈɑːdn̩z,איידא,,,,,,,,,,בּאַדאַנעס,,,,
164,maaks (mvny baadyaan) baadyn,"[{'var': 'maaks (mvny baadyaan) baadyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks mvnɪ bˈɑːdɪən̩ bˈɑːda|ɪn,,,בּאַדיאָן,,,,,,מאַקס,,בּאַדין,מוני,,,
165,grshm baad`r,"[{'var': 'grshm baad`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡɻʃm bˈɑːdɜ˞,גרשם בּאָדר,,,,,,,,גרשם,,בּאָדר,,,,
166,shmhh (ny`dzsh`vvy`tsky) bad`r,"[{'var': 'shmhh (ny`dzsh`vvy`tsky) bad`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmhh nɪdzʃvɪtskɪ bˈædɜ˞,שמחה,,,,,,,,,,באדער,ניעדזשעוויעצקי,,,
167,baavv`gl`kh`r yyidysh`r draamaatysh`r t`aat`r,"[{'var': 'baavv`gl`kh`r yyidysh`r draamaatysh`r t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːvɡlkɜ˞ jjɪdɪʃɜ˞ dɻˈææˈɑːtɪʃɜ˞ tˈæˈæɜ˞,טעאַטער,דראַמאַטישער,,,בּאַוויגלעכער,,,,,ייִדישער,,,,,
168,yvsp baavvshaavv`r,"[{'var': 'yvsp baavvshaavv`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp bˈɑːvʃˈɑːvɜ˞,,,,,,,,,יוסף,,בּאָוושאָווער,,,,
169,nhvm baaz`lynsky,"[{'var': 'nhvm baaz`lynsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,nhvm bˈɑːəɫinskɪ,,,,,,,,,נחום,,בּאַזעלינסקי,,,,
170,aabrhml` baazshyk,"[{'var': 'aabrhml` baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈɑːbɻml bˈɑːzʃaɪk,,,,,,,,,אַברהמלע,,בּאָזשיק,,,,
171,maaks baazshyk,"[{'var': 'maaks baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks bˈɑːzʃaɪk,,,,,,,,,מאַקס,,בּאָזשיק,,,,
172,ryyzl baazshyk,"[{'var': 'ryyzl baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻɪa|ɪzl̩ bˈɑːzʃaɪk,,,,,,,,,רייזל,,בּאָזשיק,,,,
173,y`kb batashaansky,"[{'var': 'y`kb batashaansky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb bˈætæʃɑːnskɪ,,,,,,,,,יעקב,,בּאטאשאַנסקי,,,,
174,b`rl baatvvynyk,"[{'var': 'b`rl baatvvynyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɹɫ bˈɑːtvɪnɪk,,,,,,,,,בערל,,בּאָטוויניק,,,,
175,rbkh baayaarska,"[{'var': 'rbkh baayaarska', 'src': 'ds', 'lang': 'en'}]",['en'],en,bk bˈɑːɪəˈɛəskə,,,,,,,,,רבקה,,בּאָיאַרסקא,,,,
176,rpal baayaarsky-baagaart,"[{'var': 'rpal baayaarsky-baagaart', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻpl̩ bˈɑːɪəˈɛəskɪbˈɑːɡɑːt,,,,,,,,,רפאל,,בּאָיאַרסקי-בּוגארט,,,,
177,zygmvnd baalk,"[{'var': 'zygmvnd baalk', 'src': 'ds', 'lang': 'en'}]",['en'],en,za|ɪgmvnd bˈæɔːk,בּאָלק,,,,,,,,זיגמונד,,,,,,
178,bamb`rg`r yydysh` dram. stvdyaa,"[{'var': 'bamb`rg`r yydysh` dram. stvdyaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,bæmbɹgɹ jɪdɪʃ dɻˈæmˈiː stvdɪɑː,בּאמבערגער,,,,דראמ. סטודיאָ,,,,,,יידישע,,,,
179,b`n baanvs,"[{'var': 'b`n baanvs', 'src': 'ds', 'lang': 'en'}]",['en'],en,bn bˈɑːnvz,בּען בּאָנוס,,,,,,,,,,,,,,
180,baantsh` (aabrhm raaz`np`ld),"[{'var': 'baantsh` (aabrhm raaz`np`ld)', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːntʃ əˈɑːbɻm ɻˈæænpld,בּאָנטשע,,,,,,,,אַברהם,,ראָזענפעלד,בּאָנטשע,,,
181,yaank`vv baannkaavv,"[{'var': 'yaank`vv baannkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæŋkv bˈɑːnkˈɑːv,,,,,,,,,יאַנקעוו,,בּאַננקאָוו,,,,
182,mysh` baankaavv,"[{'var': 'mysh` baankaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪʃ bˈɑːnkˈɑːv,מישע בּאַנקאָוו,,,,,,,,מישע,,בּאַנקאָוו,,,,
183,ahrn baastamsky,"[{'var': 'ahrn baastamsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn bˈɑːstəmskɪ,בּאַטאמסקי,,,,,,,,אהרן,,בּאַסטאמסקי,,,,
184,mysh` basyn,"[{'var': 'mysh` basyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪʃ bˈeɪsɪn,,,,,,,,,מישע,,בּאסין,,,,
185,abrhm baaslaavvsky,"[{'var': 'abrhm baaslaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm bˈɑːzlˈɑːvskɪ,,,,,,,,,אברהם,,בּאַסלאַווסקי,,,,
186,b`n baas`nkaa,"[{'var': 'b`n baas`nkaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,bn bˈɑːzŋkɑː,בּען בּאַסענקאָ,,בּען,,,,,,,,באַסענקאָ,,,,
187,yaank`vv baakaavv,"[{'var': 'yaank`vv baakaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæŋkv bˈɑːkˈɑːv,יאַנקעוו,,,,,,,,,,בּאַקאָוו,,,,
188,p`ly baakmaan,"[{'var': 'p`ly baakmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,plɪ bˈɑːmən̩,,,,,,,,,פעלי,,בּאָקמאַן,,,,
189,lvays (lyyb) baakshytsky,"[{'var': 'lvays (lyyb) baakshytsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz lˈɪɪb bˈɑːkʃaɪtskɪ,,,,,,,,,לואיס,,בּאָקשיצקי,לייבּ,,,
190,b`rl (baardaakyn) baaraadkyn,"[{'var': 'b`rl (baardaakyn) baaraadkyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɹɫ bˈɑːdˈɑːkɪn bˈɑːɻdkɪn,,,,,,,,,בּערל,,בּאַראָדקין,בּאַרדאקין,,,
191,saanyaa baaraadkyn,"[{'var': 'saanyaa baaraadkyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæn̩ɪəə bˈɑːɻdkɪn,,,,,,,,,סאָניאַ,,בּאַראָדקין,,,,
192,bn-tsby (paavv`l br`n`r) baaraataavv,"[{'var': 'bn-tsby (paavv`l br`n`r) baaraataavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,bntzbɪ pˈæˈævl bɻn|jə|ɜ˞ bˈɑːɻˈæˈɑːv,,,בן-צבי,,,,,,פּאַוועל,,בּאַראָטאָוו,ברענער,,,
193,yvsp baaraand`s,"[{'var': 'yvsp baaraand`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp bˈɑːɻændz,,,,,,,,,יוסף,,בּאַראָנדעס,,,,
194,dvd baaraats,"[{'var': 'dvd baaraats', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd bˈɑːɻæts,,,,,,,,,דוד,,בּאַראַץ,,,,
195,sh. (shmval b`rb`r) baarb`r,"[{'var': 'sh. (shmval b`rb`r) baarb`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈiː ʃmvl̩ bɻbɜ˞ bˈɑːbɜ˞,,,,,,,,,שמואל,,בּאַרבּער,בערבּער,,,ש.
196,shlmh baardyzshaan`r,"[{'var': 'shlmh baardyzshaan`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh bɑɹda|ɪzʃeɪn̩ɜ˞,שלמה בּאָרדיזשאַנער,,,,,,,,שלמה,,בּאָרדיזשאַנער,,,,
197,z`lyk baardytsh`vv`r,"[{'var': 'z`lyk baardytsh`vv`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,zlɪk bɑɹdɪtʃvɜ˞,,,,,,,,,זעליק,בּאַרדיטשעווער,,,,,
198,vvaalp baarz`l,"[{'var': 'vvaalp baarz`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,vvælp bˈɑːtsl,,,,,,,,,וואָלף,,בּאַרזעל,,,,
199,ayr`na (dbvrh) bartsh`vvska,"[{'var': 'ayr`na (dbvrh) bartsh`vvska', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪnə dbvɜ˞ bˈɑːtʃvskə,אירענא,,,,,,,,,,ברטשעווסקא,דבורה,,,
200,b`rl barysavv,"[{'var': 'b`rl barysavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɹɫ bˈæɻɪsˈæv,בּערל,,,,,,,,,,בּאריסאוו,,,,
201,(b`ty kaanpaan`y`ts raabynaavvytsh),"[{'var': '(b`ty kaanpaan`y`ts raabynaavvytsh)', 'src': 'ds', 'lang': 'en'}]",['en'],en,btɪ kɑːnpˈɛnɪts ɻˈæəba|ɪnˈævɪtʃ,,,,,,,,,בּעטי,קאָנפּאַנעיעץ,ראַבּינאָוויטש,,,,
202,praants (aprym) baaryts,"[{'var': 'praants (aprym) baaryts', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻənts ˈeɪpɻɪm bˈɑːɻɪts,פראַנץ,,,,,,,,אפרים,,בּאָריץ,אפרים,,,
203,klaaraa (drvk`r) baaryts,"[{'var': 'klaaraa (drvk`r) baaryts', 'src': 'ds', 'lang': 'en'}]",['en'],en,klæɑːɑː dɻvkɜ˞ bˈɑːɻɪts,,,,,,,,,קלאַראַ,,בּאָריץ,דרוקער,,,
204,baarysh`vv,"[{'var': 'baarysh`vv', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːiʃv,בּאָרישעוו,,,,,,,,,בּאָרישעוו,,,,,
205,abrhm baars`l,"[{'var': 'abrhm baars`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm bˈɑːzl,בּאַרסל,,,,,,,,אברהם,,,,,,
206,lyza barska-pysh`r,"[{'var': 'lyza barska-pysh`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɫa|ɪzə bˈɑːskəpɪʃɜ˞,ליזא,,,,,,,,,,בּארסקא-פישער,,,,
207,maalyaa barkavvska,"[{'var': 'maalyaa barkavvska', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæəɫa|ɪɑː bɑːkˈeɪvskə,,,,,,,,,מאַליאַ,,בּארקאווסקא,,,,
208,b`n baas`nkaa,"[{'var': 'b`n baas`nkaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,bn bˈɑːzŋkɑː,,,,,,,,,בען,,בּאַסענקאָ,,,,
209,lyza baarska-pysh`r,"[{'var': 'lyza baarska-pysh`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɫa|ɪzə bˈæˈɛəskəpɪʃɜ˞,,,,,,,,,ליזא,,בּאַרסקא-פישער,,,,
210,yshral baarsky,"[{'var': 'yshral baarsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl bˈæˈɛəskɪ,,,,,,,,,ישראל,,בּאַרסקי,,,,
211,shlmh (b`llvya) bdhn,"[{'var': 'shlmh (b`llvya) bdhn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh blvɪə bdn,,,,,,,,,שלמה,,בּדחן,בעללויא,,,
212,bdhnym-aaktyaarn,"[{'var': 'bdhnym-aaktyaarn', 'src': 'ds', 'lang': 'en'}]",['en'],en,bdnɪməɪkɪəɑːn,,,,,בדחנים,,,,,,,,,,
213,b`sy (bvdnyk) bvdaanaavv,"[{'var': 'b`sy (bvdnyk) bvdaanaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,bzɪ bvdɪk bvdn̩ˈɑːv,,,,,,,,,בּעסי,,בודאַנאו,בודניק,,,
214,yaasl bvdyysky,"[{'var': 'yaasl bvdyysky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈæl bvdɪɪskɪ,,,,,,,,,יאָסל,,בודייסקי,,,,
215,mysh` bvdkyn,"[{'var': 'mysh` bvdkyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪʃ bvdkɪn,,,,,,,,,מישע,,בודקין,,,,
216,tsyl` (tsyp` ma*gyln`r) bvdkyn,"[{'var': 'tsyl` (tsyp` ma*gyln`r) bvdkyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,tsɪl tsɪp mæɡjɫ|eɪ|nɜ˞ bvdkɪn,,,,,,,,,צילע,,בודקין,ציפּע,,,
217,hbl bvzgan,"[{'var': 'hbl bvzgan', 'src': 'ds', 'lang': 'en'}]",['en'],en,hbl bvzɡən,חבל בּוזגאן,,,,,,,,,בּוזגאן,,,,,
218,ayzydaar bvz`t,"[{'var': 'ayzydaar bvz`t', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzɪdɑː* bvzt,,,,,,,,,איזידאָר,,בּוזעט,,,,
219,abrhm bvym,"[{'var': 'abrhm bvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm bvɪm,,,,,,,,,אברהם,,בּוים,,,,
220,alymlkh bvym,"[{'var': 'alymlkh bvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈælɪmlk bvɪm,אלימלך בּוים,,,,,,,,אלימלך,,בוים,,,,
221,annaa (hnh paalaakaavvska) bvym,"[{'var': 'annaa (hnh paalaakaavvska) bvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,ənɑː hnh pˈæəlˈɑːkˈɑːvskə bvɪm,אננאַ,,,,,,,,חנה,פּאָלאַקווסקא,בּוים,אננאַ,,,
222,yhyal bvym,"[{'var': 'yhyal bvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪl̩ bvɪm,,,,,,,,,יחיאל,,בּוים,,,,
